Program, Agent, DateTime, SurveyComplete, Question, Answer
80,326146,2020-11-19 09:42:25,Y,Net Promoter Score,Yes
80,326146,2020-11-19 09:42:25,Y,Source of Number,Online
80,326169,2020-11-19 09:43:36,Y,Call Resolution,Yes
80,326169,2020-11-19 09:43:36,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 09:43:36,Y,Net Promoter Score,Yes
80,326169,2020-11-19 09:43:36,Y,Source of Number,Friend
80,331592,2020-11-19 09:46:52,Y,Call Resolution,Yes
80,331592,2020-11-19 09:46:52,Y,Customer Satisfaction,Completely Satisfied
80,331592,2020-11-19 09:46:52,Y,Net Promoter Score,Yes
80,331592,2020-11-19 09:46:52,Y,Source of Number,TV or Radio
80,324747,2020-11-19 09:47:39,Y,Call Resolution,Yes
80,324747,2020-11-19 09:47:39,Y,Customer Satisfaction,Completely Satisfied
80,324747,2020-11-19 09:47:39,Y,Net Promoter Score,Yes
80,324747,2020-11-19 09:47:39,Y,Source of Number,Online
80,328360,2020-11-19 09:48:18,Y,Call Resolution,Yes
80,328360,2020-11-19 09:48:18,Y,Customer Satisfaction,Completely Satisfied
80,328360,2020-11-19 09:48:18,Y,Net Promoter Score,Yes
80,328360,2020-11-19 09:48:18,Y,Source of Number,Mail
80,329024,2020-11-19 09:51:22,Y,Call Resolution,Yes
80,329024,2020-11-19 09:51:22,Y,Customer Satisfaction,Completely Satisfied
80,329024,2020-11-19 09:51:22,Y,Net Promoter Score,Yes
80,329024,2020-11-19 09:51:22,Y,Source of Number,Mail
80,331663,2020-11-19 09:52:25,Y,Call Resolution,Some
80,331663,2020-11-19 09:52:25,Y,Commit Call Back,No
80,331663,2020-11-19 09:52:25,Y,Customer Satisfaction,Completely Satisfied
80,331663,2020-11-19 09:52:25,Y,Net Promoter Score,Yes
80,331663,2020-11-19 09:52:25,Y,Same Issue,Yes
80,331663,2020-11-19 09:52:25,Y,Source of Number,Mail
80,334217,2020-11-19 09:55:03,Y,Call Resolution,Yes
80,334217,2020-11-19 09:55:03,Y,Customer Satisfaction,Completely Satisfied
80,334217,2020-11-19 09:55:03,Y,Net Promoter Score,Yes
80,334217,2020-11-19 09:55:03,Y,Source of Number,Mail
80,318075,2020-11-19 09:58:18,,Call Resolution,No Response
80,318075,2020-11-19 09:58:18,,Customer Satisfaction,Completely Satisfied
80,318075,2020-11-19 09:58:18,,Net Promoter Score,Yes
80,318095,2020-11-19 09:58:57,Y,Call Resolution,Yes
80,318095,2020-11-19 09:58:57,Y,Customer Satisfaction,Completely Satisfied
80,318095,2020-11-19 09:58:57,Y,Net Promoter Score,Yes
80,318095,2020-11-19 09:58:57,Y,Source of Number,Online
80,324747,2020-11-19 10:07:56,Y,Call Resolution,Yes
80,324747,2020-11-19 10:07:56,Y,Customer Satisfaction,Completely Satisfied
80,324747,2020-11-19 10:07:56,Y,Net Promoter Score,Yes
80,324747,2020-11-19 10:07:56,Y,Source of Number,Online
80,318095,2020-11-19 10:14:25,Y,Call Resolution,Yes
80,318095,2020-11-19 10:14:25,Y,Customer Satisfaction,Completely Satisfied
80,318095,2020-11-19 10:14:25,Y,Net Promoter Score,Yes
80,318095,2020-11-19 10:14:25,Y,Source of Number,Online
80,331650,2020-11-19 10:16:16,Y,Call Resolution,Yes
80,331650,2020-11-19 10:16:16,Y,Customer Satisfaction,Completely Satisfied
80,331650,2020-11-19 10:16:16,Y,Net Promoter Score,Yes
80,331650,2020-11-19 10:16:16,Y,Source of Number,Online
80,334215,2020-11-19 10:18:21,Y,Call Resolution,Yes
80,334215,2020-11-19 10:18:21,Y,Customer Satisfaction,Completely Satisfied
80,334215,2020-11-19 10:18:21,Y,Net Promoter Score,Yes
80,334215,2020-11-19 10:18:21,Y,Source of Number,Mail
80,333338,2020-11-19 10:19:54,Y,Call Resolution,Yes
80,333338,2020-11-19 10:19:54,Y,Customer Satisfaction,Completely Satisfied
80,333338,2020-11-19 10:19:54,Y,Net Promoter Score,Yes
80,333338,2020-11-19 10:19:54,Y,Source of Number,Online
80,320307,2020-11-19 10:22:18,Y,Call Resolution,Yes
80,320307,2020-11-19 10:22:18,Y,Customer Satisfaction,Completely Satisfied
80,320307,2020-11-19 10:22:18,Y,Net Promoter Score,Yes
80,320307,2020-11-19 10:22:18,Y,Source of Number,Online
80,334217,2020-11-19 10:23:54,Y,Call Resolution,Yes
80,334217,2020-11-19 10:23:54,Y,Customer Satisfaction,Completely Satisfied
80,334217,2020-11-19 10:23:54,Y,Net Promoter Score,Yes
80,334217,2020-11-19 10:23:54,Y,Source of Number,Online
80,333365,2020-11-19 10:26:15,Y,Call Resolution,Yes
80,333365,2020-11-19 10:26:15,Y,Customer Satisfaction,Completely Satisfied
80,333365,2020-11-19 10:26:15,Y,Net Promoter Score,Yes
80,333365,2020-11-19 10:26:15,Y,Source of Number,Mail
80,318072,2020-11-19 10:29:00,,Call Resolution,No Response
80,334212,2020-11-19 10:31:15,Y,Call Resolution,Yes
80,334212,2020-11-19 10:31:15,Y,Customer Satisfaction,Completely Satisfied
80,334212,2020-11-19 10:31:15,Y,Net Promoter Score,Yes
80,334212,2020-11-19 10:31:15,Y,Source of Number,Online
80,326169,2020-11-19 10:32:15,Y,Call Resolution,Invalid Response
80,326169,2020-11-19 10:32:15,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 10:32:15,Y,Net Promoter Score,Yes
80,326169,2020-11-19 10:32:15,Y,Source of Number,Online
80,328171,2020-11-19 10:38:00,Y,Call Resolution,Yes
80,328171,2020-11-19 10:38:00,Y,Customer Satisfaction,Completely Satisfied
80,328171,2020-11-19 10:38:00,Y,Net Promoter Score,Yes
80,328171,2020-11-19 10:38:00,Y,Source of Number,Mail
80,325134,2020-11-19 10:40:14,Y,Call Resolution,Yes
80,325134,2020-11-19 10:40:14,Y,Customer Satisfaction,Completely Satisfied
80,325134,2020-11-19 10:40:14,Y,Net Promoter Score,Yes
80,325134,2020-11-19 10:40:14,Y,Source of Number,Plan
80,334192,2020-11-19 10:44:00,Y,Call Resolution,Some
80,334192,2020-11-19 10:44:00,Y,Commit Call Back,No
80,334192,2020-11-19 10:44:00,Y,Customer Satisfaction,Completely Satisfied
80,334192,2020-11-19 10:44:00,Y,Net Promoter Score,Yes
80,334192,2020-11-19 10:44:00,Y,Same Issue,Yes
80,334192,2020-11-19 10:44:00,Y,Source of Number,Provider
80,333356,2020-11-19 10:46:14,Y,Call Resolution,Yes
80,333356,2020-11-19 10:46:14,Y,Customer Satisfaction,Completely Satisfied
80,333356,2020-11-19 10:46:14,Y,Net Promoter Score,Yes
80,333356,2020-11-19 10:46:14,Y,Source of Number,Mail
80,317969,2020-11-19 10:48:18,Y,Call Resolution,Yes
80,317969,2020-11-19 10:48:18,Y,Customer Satisfaction,Completely Satisfied
80,317969,2020-11-19 10:48:18,Y,Net Promoter Score,Yes
80,317969,2020-11-19 10:48:18,Y,Source of Number,Mail
80,334229,2020-11-19 10:52:51,Y,Call Resolution,Yes
80,334229,2020-11-19 10:52:51,Y,Customer Satisfaction,Completely Satisfied
80,334229,2020-11-19 10:52:51,Y,Net Promoter Score,Yes
80,334229,2020-11-19 10:52:51,Y,Source of Number,Online
80,331650,2020-11-19 10:54:22,Y,Call Resolution,Yes
80,331650,2020-11-19 10:54:22,Y,Customer Satisfaction,Mostly Satisfied
80,331650,2020-11-19 10:54:22,Y,Net Promoter Score,Yes
80,331650,2020-11-19 10:54:22,Y,Source of Number,Online
80,331592,2020-11-19 10:58:22,Y,Call Resolution,Yes
80,331592,2020-11-19 10:58:22,Y,Customer Satisfaction,Completely Satisfied
80,331592,2020-11-19 10:58:22,Y,Net Promoter Score,Yes
80,331592,2020-11-19 10:58:22,Y,Source of Number,Online
80,326184,2020-11-19 11:01:22,Y,Call Resolution,Yes
80,326184,2020-11-19 11:01:22,Y,Customer Satisfaction,Completely Satisfied
80,326184,2020-11-19 11:01:22,Y,Net Promoter Score,Yes
80,326184,2020-11-19 11:01:22,Y,Source of Number,Mail
80,318095,2020-11-19 11:03:27,Y,Call Resolution,Yes
80,318095,2020-11-19 11:03:27,Y,Customer Satisfaction,Completely Satisfied
80,318095,2020-11-19 11:03:27,Y,Net Promoter Score,Yes
80,318095,2020-11-19 11:03:27,Y,Source of Number,Online
80,318072,2020-11-19 11:07:52,Y,Call Resolution,Yes
80,318072,2020-11-19 11:07:52,Y,Customer Satisfaction,Completely Satisfied
80,318072,2020-11-19 11:07:52,Y,Net Promoter Score,Yes
80,318072,2020-11-19 11:07:52,Y,Source of Number,Mail
80,3281611,2020-11-19 11:08:39,Y,Call Resolution,Yes
80,3281611,2020-11-19 11:08:39,Y,Customer Satisfaction,Completely Satisfied
80,3281611,2020-11-19 11:08:39,Y,Net Promoter Score,Yes
80,3281611,2020-11-19 11:08:39,Y,Source of Number,Mail
80,334188,2020-11-19 11:14:35,Y,Call Resolution,Yes
80,334188,2020-11-19 11:14:35,Y,Customer Satisfaction,Completely Satisfied
80,334188,2020-11-19 11:14:35,Y,Net Promoter Score,Yes
80,334188,2020-11-19 11:14:35,Y,Source of Number,Online
80,326169,2020-11-19 11:15:52,Y,Call Resolution,Yes
80,326169,2020-11-19 11:15:52,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 11:15:52,Y,Net Promoter Score,Yes
80,326169,2020-11-19 11:15:52,Y,Source of Number,Mail
80,331646,2020-11-19 11:19:35,Y,Net Promoter Score,Yes
80,331646,2020-11-19 11:19:35,Y,Source of Number,Plan
80,331646,2020-11-19 11:19:35,Y,Call Resolution,Yes
80,331646,2020-11-19 11:19:35,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 11:21:32,Y,Call Resolution,Yes
80,326169,2020-11-19 11:21:32,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 11:21:32,Y,Net Promoter Score,Yes
80,326169,2020-11-19 11:21:32,Y,Source of Number,Broker
80,331663,2020-11-19 11:27:05,Y,Call Resolution,Yes
80,331663,2020-11-19 11:27:05,Y,Customer Satisfaction,Completely Satisfied
80,331663,2020-11-19 11:27:05,Y,Net Promoter Score,Yes
80,331663,2020-11-19 11:27:05,Y,Source of Number,Mail
80,326161,2020-11-19 11:29:51,Y,Call Resolution,Yes
80,326161,2020-11-19 11:29:51,Y,Customer Satisfaction,Completely Satisfied
80,326161,2020-11-19 11:29:51,Y,Net Promoter Score,Yes
80,326161,2020-11-19 11:29:51,Y,Source of Number,Mail
80,334221,2020-11-19 11:30:39,Y,Call Resolution,Yes
80,334221,2020-11-19 11:30:39,Y,Customer Satisfaction,Completely Satisfied
80,334221,2020-11-19 11:30:39,Y,Net Promoter Score,Yes
80,334221,2020-11-19 11:30:39,Y,Source of Number,Mail
80,326180,2020-11-19 11:34:21,Y,Call Resolution,Yes
80,326180,2020-11-19 11:34:21,Y,Customer Satisfaction,Completely Satisfied
80,326180,2020-11-19 11:34:21,Y,Net Promoter Score,Yes
80,326180,2020-11-19 11:34:21,Y,Source of Number,Online
80,325134,2020-11-19 11:36:03,Y,Call Resolution,Yes
80,325134,2020-11-19 11:36:03,Y,Customer Satisfaction,Completely Satisfied
80,325134,2020-11-19 11:36:03,Y,Net Promoter Score,Yes
80,325134,2020-11-19 11:36:03,Y,Source of Number,Plan
80,328171,2020-11-19 11:36:37,Y,Call Resolution,Yes
80,328171,2020-11-19 11:36:37,Y,Customer Satisfaction,Completely Satisfied
80,328171,2020-11-19 11:36:37,Y,Net Promoter Score,Yes
80,328171,2020-11-19 11:36:37,Y,Source of Number,Online
80,318061,2020-11-19 11:37:49,Y,Call Resolution,Yes
80,318061,2020-11-19 11:37:49,Y,Customer Satisfaction,Completely Satisfied
80,318061,2020-11-19 11:37:49,Y,Net Promoter Score,Yes
80,318061,2020-11-19 11:37:49,Y,Source of Number,Mail
80,326169,2020-11-19 11:39:08,Y,Call Resolution,Yes
80,326169,2020-11-19 11:39:08,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 11:39:08,Y,Net Promoter Score,Yes
80,326169,2020-11-19 11:39:08,Y,Source of Number,Online
80,331650,2020-11-19 11:45:15,Y,Call Resolution,Yes
80,331650,2020-11-19 11:45:15,Y,Customer Satisfaction,Completely Satisfied
80,331650,2020-11-19 11:45:15,Y,Net Promoter Score,Yes
80,331650,2020-11-19 11:45:15,Y,Source of Number,Friend
80,328161,2020-11-19 11:49:21,Y,Call Resolution,Yes
80,328161,2020-11-19 11:49:21,Y,Customer Satisfaction,Completely Satisfied
80,328161,2020-11-19 11:49:21,Y,Net Promoter Score,Yes
80,328161,2020-11-19 11:49:21,Y,Source of Number,Online
80,326169,2020-11-19 11:55:21,Y,Source of Number,Online
80,326169,2020-11-19 11:55:21,Y,Net Promoter Score,Yes
80,326169,2020-11-19 11:55:21,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 11:55:21,Y,Call Resolution,Yes
80,334245,2020-11-19 11:56:02,Y,Source of Number,Mail
80,334245,2020-11-19 11:56:02,Y,Net Promoter Score,Yes
80,334245,2020-11-19 11:56:02,Y,Customer Satisfaction,Completely Satisfied
80,334245,2020-11-19 11:56:02,Y,Call Resolution,Yes
80,320360,2020-11-19 11:56:08,Y,Call Resolution,Yes
80,320360,2020-11-19 11:56:08,Y,Customer Satisfaction,Completely Satisfied
80,320360,2020-11-19 11:56:08,Y,Net Promoter Score,Yes
80,320360,2020-11-19 11:56:08,Y,Source of Number,Mail
80,328161,2020-11-19 12:02:03,Y,Call Resolution,Yes
80,328161,2020-11-19 12:02:03,Y,Customer Satisfaction,Completely Satisfied
80,328161,2020-11-19 12:02:03,Y,Net Promoter Score,Yes
80,328161,2020-11-19 12:02:03,Y,Source of Number,Mail
80,326155,2020-11-19 12:03:55,,Call Resolution,No Response
80,326148,2020-11-19 12:03:58,Y,Call Resolution,Yes
80,326148,2020-11-19 12:03:58,Y,Customer Satisfaction,Completely Satisfied
80,326148,2020-11-19 12:03:58,Y,Net Promoter Score,Yes
80,326148,2020-11-19 12:03:58,Y,Source of Number,Online
80,326184,2020-11-19 12:07:34,Y,Call Resolution,Yes
80,326184,2020-11-19 12:07:34,Y,Customer Satisfaction,Completely Satisfied
80,326184,2020-11-19 12:07:34,Y,Net Promoter Score,Yes
80,326184,2020-11-19 12:07:34,Y,Source of Number,Mail
80,334221,2020-11-19 12:14:54,,Call Resolution,No Response
80,334221,2020-11-19 12:14:54,,Customer Satisfaction,Completely Satisfied
80,334221,2020-11-19 12:14:54,,Net Promoter Score,Yes
80,324732,2020-11-19 12:26:34,Y,Call Resolution,No Response
80,324732,2020-11-19 12:26:34,Y,Customer Satisfaction,No Response
80,324732,2020-11-19 12:26:34,Y,Net Promoter Score,Yes
80,324732,2020-11-19 12:26:34,Y,Source of Number,Other
80,326184,2020-11-19 12:26:01,Y,Call Resolution,Yes
80,326184,2020-11-19 12:26:01,Y,Customer Satisfaction,Completely Satisfied
80,326184,2020-11-19 12:26:01,Y,Net Promoter Score,Yes
80,326184,2020-11-19 12:26:01,Y,Source of Number,Online
80,325130,2020-11-19 12:32:49,,Call Resolution,No Response
80,325130,2020-11-19 12:32:49,,Customer Satisfaction,No Response
80,325130,2020-11-19 12:32:49,,Net Promoter Score,No Response
80,325130,2020-11-19 12:32:49,,Source of Number,No Response
80,326184,2020-11-19 12:33:02,,Call Resolution,Some
80,326184,2020-11-19 12:33:02,,Commit Call Back,No
80,326184,2020-11-19 12:33:02,,Customer Satisfaction,Mostly Dissatisfied
80,326184,2020-11-19 12:33:02,,Dissatisfied Reason,Unclear Information
80,326184,2020-11-19 12:33:02,,Same Issue,Yes
80,333380,2020-11-19 12:34:24,Y,Call Resolution,Yes
80,333380,2020-11-19 12:34:24,Y,Customer Satisfaction,Completely Satisfied
80,333380,2020-11-19 12:34:24,Y,Net Promoter Score,Yes
80,333380,2020-11-19 12:34:24,Y,Source of Number,Mail
80,334223,2020-11-19 12:37:04,Y,Call Resolution,Yes
80,334223,2020-11-19 12:37:04,Y,Customer Satisfaction,Completely Satisfied
80,334223,2020-11-19 12:37:04,Y,Net Promoter Score,Yes
80,334223,2020-11-19 12:37:04,Y,Source of Number,Mail
80,324747,2020-11-19 12:40:44,Y,Call Resolution,Yes
80,324747,2020-11-19 12:40:44,Y,Customer Satisfaction,Completely Satisfied
80,324747,2020-11-19 12:40:44,Y,Net Promoter Score,Yes
80,324747,2020-11-19 12:40:44,Y,Source of Number,Mail
80,331562,2020-11-19 12:44:42,Y,Call Resolution,No
80,331562,2020-11-19 12:44:42,Y,Commit Call Back,No
80,331562,2020-11-19 12:44:42,Y,Customer Satisfaction,Completely Satisfied
80,331562,2020-11-19 12:44:42,Y,Net Promoter Score,No
80,331562,2020-11-19 12:44:42,Y,Same Issue,Yes
80,331562,2020-11-19 12:44:42,Y,Source of Number,Mail
80,328171,2020-11-19 12:48:22,Y,Call Resolution,Yes
80,328171,2020-11-19 12:48:22,Y,Customer Satisfaction,Completely Satisfied
80,328171,2020-11-19 12:48:22,Y,Net Promoter Score,Yes
80,328171,2020-11-19 12:48:22,Y,Source of Number,Mail
80,324732,2020-11-19 12:49:10,Y,Call Resolution,Yes
80,324732,2020-11-19 12:49:10,Y,Customer Satisfaction,Completely Satisfied
80,324732,2020-11-19 12:49:10,Y,Net Promoter Score,Yes
80,324732,2020-11-19 12:49:10,Y,Source of Number,Mail
80,333373,2020-11-19 12:50:41,Y,Call Resolution,Yes
80,333373,2020-11-19 12:50:41,Y,Customer Satisfaction,Completely Satisfied
80,333373,2020-11-19 12:50:41,Y,Net Promoter Score,Yes
80,333373,2020-11-19 12:50:41,Y,Source of Number,Broker
80,333365,2020-11-19 12:58:30,,Call Resolution,No Response
80,333365,2020-11-19 12:58:30,,Customer Satisfaction,No Response
80,333365,2020-11-19 12:58:30,,Net Promoter Score,No Response
80,333365,2020-11-19 12:58:30,,Source of Number,No Response
80,334229,2020-11-19 13:01:12,Y,Call Resolution,Yes
80,334229,2020-11-19 13:01:12,Y,Customer Satisfaction,Completely Satisfied
80,334229,2020-11-19 13:01:12,Y,Net Promoter Score,Yes
80,334229,2020-11-19 13:01:12,Y,Source of Number,Online
80,331650,2020-11-19 13:05:01,Y,Call Resolution,Yes
80,331650,2020-11-19 13:05:01,Y,Customer Satisfaction,Completely Satisfied
80,331650,2020-11-19 13:05:01,Y,Net Promoter Score,Yes
80,331650,2020-11-19 13:05:01,Y,Source of Number,Online
80,326180,2020-11-19 13:08:34,Y,Call Resolution,Yes
80,326180,2020-11-19 13:08:34,Y,Customer Satisfaction,Completely Satisfied
80,326180,2020-11-19 13:08:34,Y,Net Promoter Score,Yes
80,326180,2020-11-19 13:08:34,Y,Source of Number,Mail
80,326169,2020-11-19 13:14:08,Y,Call Resolution,Yes
80,326169,2020-11-19 13:14:08,Y,Customer Satisfaction,Completely Satisfied
80,326169,2020-11-19 13:14:08,Y,Net Promoter Score,Yes
80,326169,2020-11-19 13:14:08,Y,Source of Number,Mail
80,334221,2020-11-19 13:33:04,Y,Call Resolution,Yes
80,334221,2020-11-19 13:33:04,Y,Customer Satisfaction,Completely Satisfied
80,334221,2020-11-19 13:33:04,Y,Net Promoter Score,Yes
80,334221,2020-11-19 13:33:04,Y,Source of Number,Mail
80,325134,2020-11-19 13:40:23,Y,Call Resolution,Yes
80,325134,2020-11-19 13:40:23,Y,Customer Satisfaction,Completely Satisfied
80,325134,2020-11-19 13:40:23,Y,Net Promoter Score,Yes
80,325134,2020-11-19 13:40:23,Y,Source of Number,Online
80,333365,2020-11-19 13:49:26,Y,Call Resolution,Yes
80,333365,2020-11-19 13:49:26,Y,Customer Satisfaction,Completely Satisfied
80,333365,2020-11-19 13:49:26,Y,Net Promoter Score,Yes
80,333365,2020-11-19 13:49:26,Y,Source of Number,Broker
80,326181,2020-11-19 13:48:35,Y,Call Resolution,Yes
80,326181,2020-11-19 13:48:35,Y,Customer Satisfaction,Completely Satisfied
80,326181,2020-11-19 13:48:35,Y,Net Promoter Score,Yes
80,326181,2020-11-19 13:48:35,Y,Source of Number,Mail
80,328385,2020-11-19 13:53:23,Y,Call Resolution,Yes
80,328385,2020-11-19 13:53:23,Y,Customer Satisfaction,Completely Satisfied
80,328385,2020-11-19 13:53:23,Y,Net Promoter Score,Yes
80,328385,2020-11-19 13:53:23,Y,Source of Number,Mail
80,318081,2020-11-19 13:57:40,Y,Call Resolution,Yes
80,318081,2020-11-19 13:57:40,Y,Customer Satisfaction,Completely Satisfied
80,318081,2020-11-19 13:57:40,Y,Net Promoter Score,Yes
80,318081,2020-11-19 13:57:40,Y,Source of Number,Other
80,331650,2020-11-19 13:57:44,Y,Call Resolution,Yes
80,331650,2020-11-19 13:57:44,Y,Customer Satisfaction,Completely Satisfied
80,331650,2020-11-19 13:57:44,Y,Net Promoter Score,Yes
80,331650,2020-11-19 13:57:44,Y,Source of Number,Mail
80,328362,2020-11-19 14:01:06,Y,Call Resolution,Yes
80,328362,2020-11-19 14:01:06,Y,Customer Satisfaction,Completely Satisfied
80,328362,2020-11-19 14:01:06,Y,Net Promoter Score,Yes
80,328362,2020-11-19 14:01:06,Y,Source of Number,Mail
80,333397,2020-11-19 14:07:04,Y,Call Resolution,Yes
80,333397,2020-11-19 14:07:04,Y,Customer Satisfaction,Completely Satisfied
80,333397,2020-11-19 14:07:04,Y,Net Promoter Score,Yes
80,333397,2020-11-19 14:07:04,Y,Source of Number,Online
80,331646,2020-11-19 14:09:00,Y,Call Resolution,Some
80,331646,2020-11-19 14:09:00,Y,Commit Call Back,No
80,331646,2020-11-19 14:09:00,Y,Customer Satisfaction,Mostly Satisfied
80,331646,2020-11-19 14:09:00,Y,Net Promoter Score,Yes
80,331646,2020-11-19 14:09:00,Y,Same Issue,Yes
80,331646,2020-11-19 14:09:00,Y,Source of Number,Mail
80,334245,2020-11-19 14:10:28,Y,Call Resolution,Yes
80,334245,2020-11-19 14:10:28,Y,Customer Satisfaction,Completely Satisfied
80,334245,2020-11-19 14:10:28,Y,Net Promoter Score,Yes
80,334245,2020-11-19 14:10:28,Y,Source of Number,Mail
80,331650,2020-11-19 14:18:36,Y,Call Resolution,Yes
80,331650,2020-11-19 14:18:36,Y,Customer Satisfaction,Completely Satisfied
80,331650,2020-11-19 14:18:36,Y,Net Promoter Score,Yes
80,331650,2020-11-19 14:18:36,Y,Source of Number,Mail
80,328360,2020-11-19 14:20:12,Y,Call Resolution,Yes
80,328360,2020-11-19 14:20:12,Y,Customer Satisfaction,Completely Satisfied
80,328360,2020-11-19 14:20:12,Y,Net Promoter Score,Yes
80,328360,2020-11-19 14:20:12,Y,Source of Number,Online
80,3334229,2020-11-19 14:20:33,Y,Call Resolution,Yes
80,3334229,2020-11-19 14:20:33,Y,Customer Satisfaction,Completely Satisfied
80,3334229,2020-11-19 14:20:33,Y,Net Promoter Score,Yes
80,3334229,2020-11-19 14:20:33,Y,Source of Number,Online
80,331592,2020-11-19 14:24:08,Y,Call Resolution,Yes
80,331592,2020-11-19 14:24:08,Y,Customer Satisfaction,Completely Satisfied
80,331592,2020-11-19 14:24:08,Y,Net Promoter Score,Yes
80,331592,2020-11-19 14:24:08,Y,Source of Number,Mail
80,326181,2020-11-19 14:24:34,Y,Call Resolution,Yes
80,326181,2020-11-19 14:24:34,Y,Customer Satisfaction,Completely Satisfied
80,326181,2020-11-19 14:24:34,Y,Net Promoter Score,Yes
