D_CONTACT_QUEUE_ID,QUEUE_NUMBER,QUEUE_NAME,SOURCE_QUEUE,QUEUE_TYPE,SERVICE_PERCENT,SERVICE_SECONDS,QUEUE_GROUP,INTERVAL_MINUTES,SPEED_ANSWER_PERIOD_1_BOUND,SPEED_ANSWER_PERIOD_2_BOUND,SPEED_ANSWER_PERIOD_3_BOUND,SPEED_ANSWER_PERIOD_4_BOUND,SPEED_ANSWER_PERIOD_5_BOUND,SPEED_ANSWER_PERIOD_6_BOUND,SPEED_ANSWER_PERIOD_7_BOUND,SPEED_ANSWER_PERIOD_8_BOUND,SPEED_ANSWER_PERIOD_9_BOUND,SPEED_ANSWER_PERIOD_10_BOUND,CALLS_ABNDONED_PERIOD_1_BOUND,CALLS_ABNDONED_PERIOD_2_BOUND,CALLS_ABNDONED_PERIOD_3_BOUND,CALLS_ABNDONED_PERIOD_4_BOUND,CALLS_ABNDONED_PERIOD_5_BOUND,CALLS_ABNDONED_PERIOD_6_BOUND,CALLS_ABNDONED_PERIOD_7_BOUND,CALLS_ABNDONED_PERIOD_8_BOUND,CALLS_ABNDONED_PERIOD_9_BOUND,CALLS_ABNDONED_PERIOD_10_BOUND,VERSION,RECORD_EFF_DT,RECORD_END_DT
34,10030,NYHBE_APPEALS_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
35,10031,NYHBE_APPLY_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
36,10032,NYHBE_APPLY_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
37,10033,NYHBE_BROK_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
38,10034,NYHBE_BROK_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
39,10035,NYHBE_CALLBACK_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
40,10036,NYHBE_CALLBACK_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
41,10037,NYHBE_CANTONESE_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
42,10038,NYHBE_FINMGMT_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
43,10039,NYHBE_FINMGMT_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
44,10040,NYHBE_GENINFO_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
45,10041,NYHBE_GENINFO_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
46,10042,NYHBE_HAITIAN_CREOLE_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
47,10043,NYHBE_MANAGE_ACCT_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
48,10044,NYHBE_MANAGEACCT_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
49,10045,NYHBE_MANDARIN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
50,10046,NYHBE_NAV_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
51,10047,NYHBE_NAV_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
52,10048,NYHBE_ONLINEHELP_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
53,10049,NYHBE_ONLINEHELP_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
54,10050,NYHBE_OTHER_LANG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
55,10051,NYHBE_REN_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
56,10052,NYHBE_REN_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
57,10053,NYHBE_RUSSIAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
58,10054,NYHBE_SHOPEMPLOYEE_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
59,10055,NYHBE_SHOPEMPLOYEE_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
60,10056,NYHBE_SHOPEMPLOYER_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
61,10057,NYHBE_SHOPEMPLOYER_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
62,10058,XFER_NYHBE_APPEALS_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
63,10059,XFER_NYHBE_APPEALS_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
64,10060,XFER_NYHBE_APPLY_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
65,10061,XFER_NYHBE_APPLY_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
66,10062,XFER_NYHBE_BROK_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
67,10063,XFER_NYHBE_BROK_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
68,10064,XFER_NYHBE_FINMGMT_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
69,10065,XFER_NYHBE_FINMGMT_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
70,10066,XFER_NYHBE_GEN_INFO_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
71,10067,XFER_NYHBE_MANAGEACCT_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
72,10068,XFER_NYHBE_MANAGEACCT_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
73,10069,XFER_NYHBE_PILOT_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
74,10070,XFER_NYHBE_PILOT_SP_sk,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
75,10071,XFER_NYHBE_RESEARCH_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
76,10072,XFER_NYHBE_RESEARCH_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
77,10073,XFER_NYHBE_SHOPEMPLOYER_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
83,10079,XFER_NYHBE_GEN_INFO_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
84,10080,XFER_NYHBE_NAV_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
85,10081,XFER_NYHBE_NAV_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
86,10082,XFER_NYHBE_ONLINEHELP_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
87,10083,XFER_NYHBE_ONLINEHELP_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
88,10084,XFER_NYHBE_REN_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
89,10085,XFER_NYHBE_REN_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
90,10086,XFER_NYHBE_SHOPEMPLOYEE_EN_S,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
91,10087,XFER_NYHBE_SHOPEMPLOYEE_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
92,10088,NYHBE_TAKEBACK_XFER_ENG_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
95,10098,XFER_EE_SPVR_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
96,10099,XFER_IND_SPVR_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
97,10100,XFER_IND_SPVR_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
100,10103,XFER_EE_SPVR_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
102,10105,NYHBE_PILOT_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
141,10146,NYHBE_Quick_Resp_EN_S,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
142,10147,NYHBE_Quick_Resp_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
143,10148,NYHBE_BROK_SHOP_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
144,10149,NYHBE_BROK_SHOP_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
145,10150,NYHBE_NAV_SHOP_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
146,10151,NYHBE_NAV_SHOP_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
147,10152,XFER_NYHBE_BROK_SHOP_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
148,10153,XFER_NYHBE_BROK_SHOP_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
149,10154,XFER_NYHBE_NAV_SHOP_EN_S,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
150,10155,NYHBE_MISSINGDATA_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
151,10156,NYHBE_MISSINGDATA_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
152,10157,XFER_NYHBE_MISSINGDATA_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
153,10158,XFER_NYHBE_MISSINGDATA_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
154,10159,NYHBE_CallBack_Russian_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
155,10160,NYHBE_CallBack_Cantonese_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
156,10161,NYHBE_CallBack_Mandarin_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
157,10162,NYHBE_CallBackHaitianCreole_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
158,10014,XFER_Script_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
159,10019,XFER_SW_SPL_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
160,10020,XFER_SW_SPL_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
161,10074,XFER_NYHBE_SHOPEMPLOYER_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
162,10075,XFER_NYHBE_SHOPPILOT_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
163,10076,XFER_NYHBE_SHOPPILOT_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
164,10077,XFER_NYHBE_SHOPRESEARCH_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
165,10078,XFER_NYHBE_SHOPRESEARCH_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
166,10089,NYHBE_TAKEBACK_XFER_SPAN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
167,10101,XFER_SHOP_SPVR_EN_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
168,10102,XFER_SHOP_SPVR_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199
169,10106,NYHBE_PILOT_SP_s,0,Inbound,95,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,01/01/1900,12/31/2199

