ID	NAME	ORGANIZATIONID	ACTIVITYCATEGORYID	DESCRIPTION	ISPAID	ISDELETED	ADHERENCETOLERANCE	ISUSEDINSHIFT	COLOR	ISUSEDINSHIFTEVENT	ISUSEDINCALENDAREVENT	ISUNAVAILABILITY	ISREQUESTABLE	ISOUT	ISTIMEOFF	ISTIMEOFFWITHALLOTMENT	ISVISIBLETOTCMAPPING	COLORCODE	EARNINGTYPEID	MAXDURATIONTHRESHOLD	MODIFIEDBY	LASTMODIFIEDAT	SOURCEMEASUREID	ISQUEUEHOPPING	RESOURCECONSTRAINT	DISPLAYNAME	ACCRUALSCHEDULE	ACCRUALPOLICY	TOYEARTYPE	TOYEARDATE
3	Technical Problems (Cisco Code 31)	-3002	-5002	Tech Problems, Not Ready code used when an agent needs to call the help desk or has other Tech issues with their PC or Phone	1	0	0	1	8080c0	1	1	0	0	0	0	0	1	TECH	-11007	-1	wsuperuser	2011-04-07 16:41:36.000	NULL	0	-1	NULL	0	0	0	NULL
4	ACW (Cisco Code 32)	-3002	-5002	ACW/Wrap Up Time-To be used after a call to complete account work.	1	0	0	1	ffff00	1	0	0	0	0	0	0	1	ACW	-11007	5	wsuperuser	2011-04-07 16:25:34.000	NULL	0	-1	NULL	0	0	0	NULL
5	Coaching	-3002	-5004	Coaching is used when an agent is coaching one agent "one on one" or coaching two agents, "one on one"	1	0	0	1	800080	1	1	0	0	0	0	0	1	COAC	-11007	-1	ed.padilla	2009-08-31 17:03:22.000	NULL	0	-1	NULL	0	0	0	NULL
7	FMLA	-3002	-5005	FMLA, only approved FMLA from HR should be recorded in this exception.  Email FMLA totals weekly to HR for reconciliation.  This encompasses Maternity Leave and other approved absences	1	0	0	1	00ff00	1	0	1	0	1	1	0	1	FMLA	-11007	-1	wsuperuser	2011-04-07 16:36:00.000	NULL	0	-1	NULL	0	0	0	NULL
8	Bereavement	-3002	-5005	Bereavement, used when an agent is approved to be absent due to a family bereavement per the current attendance policy	1	0	0	1	00ff00	1	0	1	0	1	1	0	1	BERE	-11007	-1	wsuperuser	2011-04-07 16:37:54.000	NULL	0	-1	NULL	0	0	0	NULL
9	Leave Early	-3002	-5005	Leave Early	0	1	0	0	ff0000	0	0	1	0	1	1	0	1	LE	-11007	-1	terryfoley	2006-10-19 21:13:20.000	NULL	0	-1	NULL	0	0	0	NULL
10	Scheduled Absence	-3002	-5005	Sched Absence	1	1	0	0	00ff40	0	0	1	1	1	1	0	1	SA	-11007	-1	terryfoley	2006-10-19 21:13:21.000	NULL	0	-1	NULL	0	0	0	NULL
11	Unscheduled Absence	-3002	-5005	Call in to report absence for any reason.  This code is to be used when an agent contacts the appropriate parties and notifies them of an absence. (in affect 0:30 start of shift to the EOS/OT)	1	0	0	1	ff0000	1	0	1	0	1	1	0	1	UNAB	-11007	-1	wsuperuser	2011-04-07 16:37:06.000	NULL	0	-1	NULL	0	0	0	NULL
12	LOA	-3002	-5005	Approved Leave of Absence through Human Resources or Senior Operations.  Medical Leave - Employees who have been preapproved for an extended leave based on medical reasons (i.e. non-FMLA Maternity)	1	0	0	1	00ff00	1	0	1	0	1	1	0	1	LOA	-11007	-1	wsuperuser	2011-04-07 16:36:09.000	NULL	0	-1	NULL	0	0	0	NULL
15	Unscheduled Absence w/out PTO	-3002	-5005		0	1	0	0	ff0000	1	1	0	0	1	1	1	1	UOP	-11007	-1	treycalvert	2006-06-19 22:11:01.000	NULL	0	-1	NULL	0	0	0	NULL
51	S.M.E./Manager Relief (Cisco Code 7)	-3002	-5004	Off phone time for Supervisors Relief, Back-up and Acting Sup code.  Log Out code supercedes all other Ready codes	1	0	0	1	c0c0c0	1	1	0	0	0	0	0	1	SME	-11007	-1	ed.padilla	2009-08-31 14:09:07.000	NULL	0	-1	NULL	0	0	0	NULL
101	Extra Hours	-3002	-5002	Used for extra hours added toa shift.  Ready time	1	0	0	1	0000a0	1	0	0	0	0	0	0	1	XHRS	-11007	-1	jennifer.johnson	2011-08-15 16:25:19.000	NULL	0	-1	NULL	0	0	0	NULL
102	Shift Differential	-3002	-5002	Agents working later or earlier start/stop times than 15 minute on the hour increments.  use this code to exception their scheduled time frames under 10 minutes.	1	1	0	1	008080	1	1	0	0	1	0	0	1	NULL	-11007	-1	terryfoley	2006-08-22 18:50:52.000	NULL	0	-1	NULL	0	0	0	NULL
151	Tardy	-3002	-5005	Used when new attendance policy implemented, 09/05/06.  Lates prior to 09/05/06 were recorded under the exception "Late".	1	0	0	0	008000	0	0	1	0	1	1	0	1	TRDY	-11007	-1	ed.padilla	2009-08-31 16:49:01.000	NULL	0	-1	NULL	0	0	0	NULL
104	Alternate Schedule On	-3002	-5003	This code is to be used when an agent is temporarily sliding a schedule, but you do not want to publish the schedule the following week.  This is a Ready code.	1	1	0	1	010000	1	1	0	0	1	0	0	1		-11007	-1	terryfoley	2006-08-21 16:03:20.000	NULL	0	-1	NULL	0	0	0	NULL
105	Logout error	-3002	-5002	used when an agent incorrectly logs out or the sytem fails to recognize a log out code. 	1	1	0	1	010000	1	1	0	0	1	0	0	1		-11007	-1	terryfoley	2006-08-21 22:38:24.000	NULL	0	-1	NULL	0	0	0	NULL
153	Unscheduled CRITICAL Absence	-3002	-5002	Call in to report absence for any reason, only effective on a predetermined Critical Attendance day.  This code is to be used when an agent contacts the appropriate parties and notifies them of an abs	1	0	0	1	800000	1	0	1	0	1	1	0	1	CRAB	-11007	-1	wsuperuser	2011-04-07 16:37:17.000	NULL	0	-1	NULL	0	0	0	NULL
254	You are The Bomb	-3002	-5002	test exception code	1	1	0	1	408080	1	1	0	0	1	0	0	1		-11007	-1	terryfoley	2006-09-07 19:50:50.000	NULL	0	-1	NULL	0	0	0	NULL
202	Holiday- Paid	1	-5002	Used when a Holiday results in a paid absence	1	1	0	1	000040	1	1	0	0	1	0	0	1		-11007	-1	terryfoley	2006-09-05 14:10:04.000	NULL	0	-1	NULL	0	0	0	NULL
205	Holiday- Paid Agent	-3002	-5005	Used when a Holiday results in a paid day off	1	1	0	0	000040	0	0	0	0	1	1	0	1		-11007	-1	terryfoley	2006-10-24 19:12:54.000	NULL	0	-1	NULL	0	0	0	NULL
152	Military Leave	-3002	-5005	Approved Military Service Duty enactment.  Must provide Human Resources without appropriate documentation.	1	0	0	0	004000	1	0	0	0	1	1	0	1	MLOA	-11007	-1	wsuperuser	2011-04-07 16:37:45.000	NULL	0	-1	NULL	0	0	0	NULL
206	Holiday- Unpaid Agent	-3002	-5005	Used when a Holiday results in unpaid time off	1	1	0	0	000040	0	0	0	0	1	1	0	1		-11007	-1	terryfoley	2006-10-19 21:13:20.000	NULL	0	-1	NULL	0	0	0	NULL
207	Holiday	-3002	-5005	Unspecified holiday event	1	1	0	1	000040	1	1	0	0	1	1	0	1	HO1	-11007	-1	treycalvert	2006-09-05 19:40:25.000	NULL	0	-1	NULL	0	0	0	NULL
251	LWOP	1	-5002	Leave Without Pay code	1	1	0	1	008080	1	1	0	0	1	1	0	1		-11007	-1	terryfoley	2006-09-06 15:30:06.000	NULL	0	-1	NULL	0	0	0	NULL
253	Leave Without Pay	-3002	-5005	Leave Without Pay, approved by Operations (LWOP)	1	0	0	1	008080	1	0	0	1	1	1	1	1	LWOP	-11007	-1	ed.padilla	2009-12-10 21:30:44.000	NULL	0	-1	NULL	0	0	0	NULL
451	Holiday - Observed	-3002	-5005	General Holiday Observed	1	0	0	1	00ff80	1	0	0	0	1	1	0	1	HOL	-11007	-1	wsuperuser	2011-04-07 16:38:14.000	NULL	0	-1	NULL	0	0	0	NULL
401	OJT	-3002	-5002	Is to be used when a agent is in OJT or with the agent they are shadowing with.	1	0	540	1	ff80ff	1	0	0	0	0	0	0	1	OJT	-11007	-1	paulawilson	2011-09-23 13:55:22.000	NULL	0	-1	NULL	0	0	0	NULL
402	Voicemail	-3002	-5002	Used for the agents that check voicemail from afterhours calls.	1	0	0	1	c0c0c0	1	1	0	0	1	0	0	1	VM	-11007	-1	wsuperuser	2011-04-07 16:42:28.000	NULL	0	-1	NULL	0	0	0	NULL
403	Outreach Surveys	-3002	-5002	Used for outbound Outreach surveys.	1	0	0	1	8000ff	1	1	0	0	1	0	0	1	NULL	-11007	-1	wsuperuser	2011-04-07 16:41:07.000	NULL	0	-1	NULL	0	0	0	NULL
452	Statutory Holiday - Observed	-3002	-5005	NULL	1	0	0	1	80ff80	1	0	0	0	1	1	0	1	HO	-11007	-1	wsuperuser	2011-04-07 16:40:42.000	NULL	0	-1	NULL	0	0	0	NULL
501	Talking	-3002	-5002	Time spent speaking with a customer	1	0	0	0	800040	0	0	0	0	0	0	0	1	TALK	-11007	-1	ed.padilla	2008-10-17 17:54:13.000	NULL	0	-1	NULL	0	0	0	NULL
551	Predictive Dialer	-3002	-5002	used for CHIP when making outbound  calls via Predictive Dialer	1	0	0	1	9f00ff	1	1	0	0	0	0	0	1	PD	-11007	-1	ed.padilla	2009-08-31 15:12:49.000	NULL	0	-1	NULL	0	0	0	NULL
601	Technical Problems (IT) (Cisco Code 11)	-3002	-5002	Tech Problems, Log out code used when an agent needs to call the help desk or has other Tech issues with their PC or Phone	1	0	0	1	808080	1	1	0	0	1	0	0	1	TECL	-11007	-1	wsuperuser	2011-04-07 16:41:46.000	NULL	0	-1	NULL	0	0	0	NULL
602	Supervisor Meeting (Cisco Code 22)	-3002	-5004	Supervisor Meeting/Coaching	1	0	0	0	408080	0	1	0	0	0	0	0	1	SMNR	-11007	-1	ed.padilla	2009-08-31 16:55:16.000	NULL	0	-1	NULL	0	0	0	NULL
-4138	Outbound	-3002	-5002	Outbound	1	0	0	1	F0910F	1	0	0	0	0	0	0	1	O	-11007	-1	NULL	NULL	NULL	0	-1	NULL	0	0	0	NULL
651	Not ready	-3002	-5003	NULL	1	0	0	1	010000	1	0	0	0	1	0	0	1	NULL	-11007	-1	wsuperuser	2011-04-07 16:35:21.000	NULL	0	-1	NULL	0	0	0	NULL
701	After Call Work	-3002	-5003	NULL	1	0	0	1	408080	1	0	0	0	1	0	0	1	NULL	-11007	-1	wsuperuser	2011-04-07 16:25:30.000	NULL	0	-1	NULL	0	0	0	NULL
702	ES CHIP Outbound	-3002	-5002	CHIP Outbound Project for ES	1	0	0	1	ff8080	1	1	0	0	0	0	0	1	COB	-11007	-1	ed.padilla	2009-09-22 16:18:29.000	NULL	0	-1	NULL	0	0	0	NULL
751	CHIP Outbound Project	-3002	-5002	CHIP Outbound Project	1	0	0	1	fec87e	1	1	0	0	1	0	0	1	CRO	-11007	-1	ed.padilla	2009-10-20 21:57:39.000	NULL	0	-1	NULL	0	0	0	NULL
801	Office Closure	-3002	-5005	Used for Inclement Weather Office Closures or other Emergency related office closures	1	0	0	1	b0fd82	1	0	0	0	1	1	0	1	CLO	-11007	-1	wsuperuser	2011-04-07 16:39:08.000	NULL	0	-1	NULL	0	0	0	NULL
851	QC Escalation	-3002	-5002	QC Phone Backup - separate activity for reporting	1	0	0	0	0000ff	1	0	0	0	1	0	0	1		-11007	-1	wsuperuser	2011-04-07 16:49:47.000	NULL	0	0	NULL	0	0	0	NULL
852	EB VM - Special Projects	702	-5003	Cisco Code used for VM	1	1	0	0	660033	0	0	0	0	0	0	0	1	NULL	-11007	-1	jennifer.johnson	2011-08-15 16:23:47.000	NULL	0	0	NULL	0	0	0	NULL
853	THS VM - Special Projects	703	-5003	Special Projects code used for VM	0	1	0	0	660033	0	0	0	0	0	0	0	1	NULL	-11007	-1	jennifer.johnson	2011-08-15 16:25:19.000	NULL	0	0	NULL	0	0	0	NULL
901	THS VM Special Projects (Cisco Code 6)	703	-5003	Special Projects, used when an agent is helping with off the phone activities.  Log Out code	1	0	0	1	660033	1	1	0	0	0	0	0	1	SP	-11007	-1	jennifer.johnson	2011-08-15 16:29:43.000	NULL	0	-1	NULL	0	0	0	NULL
902	EB VM Special Projects (Cisco Code 6)	702	-5003	Special Projects,Used for EB VM	1	0	0	1	660033	1	1	0	0	0	0	0	1	SP	-11007	-1	jennifer.johnson	2011-08-15 16:30:02.000	NULL	0	-1	NULL	0	0	0	NULL
951	EB WFM Checking Attendance-D-951	1	2	Voicemail, WORFs, and updating Attendance	1	1	5	1	F7FFCF	1	0	0	0	0	0	0	1	VM	-11007	-1	jennifer.johnson	2012-11-01 14:39:31.000	NULL	0	0	NULL	0	0	0	NULL
952	EB WFM Creating Schedules-D-952	1	2	Generating Schedules for upcoming week	1	1	5	1	FFFF99	1	0	0	0	0	0	0	1	CS	-11007	-1	jennifer.johnson	2012-11-01 14:39:42.000	NULL	0	0	NULL	0	0	0	NULL
953	EB Tech On Call	1	2	Adjusting Break/lunch, Entering manual SS/PTO, Entering Training/Meeting	1	0	5	1	FFEFA5	1	0	0	0	0	0	0	1	US	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1101	EB WFM Personal - Restroom (Cisco Code 30)	1	1	Activities away from desk when not on break/lunch (ex: restroom)	1	0	0	1	ff00ff	1	0	1	0	0	1	0	1	PRRR	-11007	-1	ed.padilla	2009-08-31 17:56:55.000	NULL	0	-1	NULL	0	0	0	NULL
1151	Pending FMLA-D-1151	-3002	-5005	Absence waiting for FLMA approval	1	1	0	1	FFFF99	1	0	1	0	1	1	0	1	PF	-11007	-1	marybrown	2013-01-23 19:25:49.000	NULL	0	0	NULL	0	0	0	NULL
957	EB WFM RTA-D-957	1	2	Main focus is RTA	1	1	5	1	FFFF99	1	0	0	0	0	0	0	1	RT	-11007	-1	jennifer.johnson	2012-11-01 14:40:38.000	NULL	0	0	NULL	0	0	0	NULL
960	EB WFM Assisting Call Center-D-960	1	2	Used when away from desk helping sup/tech	1	1	5	1	FFCC66	1	0	0	0	0	0	0	1	AC	-11007	-1	jennifer.johnson	2012-11-01 14:39:15.000	NULL	0	0	NULL	0	0	0	NULL
1001	Unscheduled CRITICAL HALF Absence	-3002	-5002	agent works more than half their shift but not the entire shift	1	0	0	1	800000	1	0	1	0	1	1	0	1	HCRA	-11007	-1	christina.bradley	2012-01-31 16:02:48.000	NULL	0	0	NULL	0	0	0	NULL
1052	CBT Training	-3002	-5006	CBT Training	1	0	5	0	C26E77	1	0	1	0	0	0	0	1	CB	-11007	-1	marybrown	2012-07-10 19:41:11.000	NULL	0	0	NULL	0	0	0	NULL
1054	HC Meeting	-3002	-5004	HC Meeting	1	0	5	0	F7FFCF	1	0	1	0	0	0	0	1	HC	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1055	Mentor	-3002	-5004	Mentor	1	0	5	0	F7FFCF	1	0	1	0	0	0	0	1	M	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1056	New Hire Orientation	-3002	-5004	New Hire Orientation	1	0	5	0	F7FFCF	1	0	1	0	0	0	0	1	NH	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1057	QC Coaching	-3002	-5004	QC Coaching	1	0	0	0	F7FFCF	1	0	1	0	0	0	0	1	QC	-11007	-1	marybrown	2013-01-11 21:10:20.000	NULL	0	0	NULL	0	0	0	NULL
1058	Scheduled One on One	-3002	-5004	Scheduled One on One	0	0	5	0	F7FFCF	1	0	1	0	0	0	0	1	OO	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1059	Team Meeting	-3002	-5004	Team Meeting	1	0	5	0	F7FFCF	1	0	1	0	0	0	0	1	TM	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1060	Pending Logout	-3002	-5003	Pending Logout	0	0	5	0	F7FFCF	1	0	0	0	0	0	0	1	PL	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
956	EB WFM Employee Information - New and Term-D-956	1	2	Create Employee Database, BP Web Client, BP F/S, add Agent IDs, 	1	1	5	1	FFCC33	1	0	0	0	0	0	0	1	NH	-11007	-1	jennifer.johnson	2012-11-01 14:40:00.000	NULL	0	0	NULL	0	0	0	NULL
958	EB WFM Reporting-D-958	1	2	Generate Daily, Weekly, monthly Reports or perform QC on reports	1	1	5	1	CCCC99	1	0	0	0	0	0	0	1	RP	-11007	-1	jennifer.johnson	2012-11-01 14:40:30.000	NULL	0	0	NULL	0	0	0	NULL
959	EB Tech Personal - Restroom (Cisco Code 30)	1	1	Activities away from desk when not on break/lunch (ex: restroom)	1	0	0	1	ff00ff	1	0	1	0	0	1	0	1	PRRR	-11007	-1	ed.padilla	2009-08-31 17:56:55.000	NULL	0	-1	NULL	0	0	0	NULL
1053	Faxing After Contingency	-3002	-5002	Faxing After Contingency	1	0	5	0	F7FFCF	1	0	1	0	0	0	0	1	FA	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1102	EB WFM Ready	1	2	Adjusting Break/lunch, Entering manual SS/PTO, Entering Training/Meeting	1	0	5	1	FFEFA5	1	0	0	0	0	0	0	1	US	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1103	EB Tech Ready	1	2	Adjusting Break/lunch, Entering manual SS/PTO, Entering Training/Meeting	1	0	5	1	FFEFA5	1	0	0	0	0	0	0	1	US	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1153	FLMA Pending	-3002	-5005	Awaiting approval for FMLA	1	0	0	1	ffff80	1	0	1	0	1	1	0	1	FML;	-11007	-1	marybrown	2013-01-23 19:57:06.000	NULL	0	0	NULL	0	0	0	NULL
1104	EB Tech Sup Queue	1	2	Adjusting Break/lunch, Entering manual SS/PTO, Entering Training/Meeting	1	0	5	1	FFEFA5	1	0	0	0	0	0	0	1	US	-11007	-1	NULL	NULL	NULL	0	0	NULL	0	0	0	NULL
1201	Password Reset	-3002	-5003	Used when locked out of systems	1	0	0	1	800080	1	1	0	0	1	0	0	1	PWD	-11007	-1	marybrown	2013-02-06 15:57:02.000	NULL	0	0	NULL	0	0	0	NULL
