CallTypeID	CustomerDefinitionID	EnterpriseName	Description	ServiceLevelThreshold	ServiceLevelType	Deleted	BucketIntervalID	ChangeStamp
5432	NULL	IEES_INB_TDD_SP_DISCO_QERROR	IEES Spanish TDD call disconnected because of Queue Error	NULL	0	N	NULL	1
5433	NULL	CHIP_INB_TDD_EN_DISCO_EMERG	CHIP English TDD calls disconnected because of Center Emergency	NULL	0	N	NULL	2
5434	NULL	CHIP_INB_TDD_EN_DISCO_NALO	CHIP English TDD calls disconnected because No Agents are Logged On	NULL	0	N	NULL	3
5435	NULL	CHIP_INB_TDD_EN_DISCO_QERROR	CHIP English TDD calls disconnected because of Queue Error	NULL	0	N	NULL	2
5436	NULL	CHIP_INB_TDD_SP_DISCO_EMERG	CHIP Spanish TDD calls disconnected because of Center Emergency	NULL	0	N	NULL	2
5437	NULL	CHIP_INB_TDD_SP_DISCO_NALO	CHIP Spanish TDD call disconnected because No Agents are Logged On	NULL	0	N	NULL	3
5438	NULL	CHIP_INB_TDD_SP_DISCO_QERROR	CHIP Spanish TDD calls disconnected because of Queue Error	NULL	0	N	NULL	2
5439	NULL	WHP_INB_TDD_EN_DISCO_EMERG	WHP English TDD call disconnected because of Center Emergency	NULL	0	N	NULL	1
5440	NULL	WHP_INB_TDD_EN_DISCO_NALO	WHP English TDD call disconnected because No Agents Logged On	NULL	0	N	NULL	1
5441	NULL	WHP_INB_TDD_EN_DISCO_QERROR	WHP English TDD call disconnected because of Queue Error	NULL	0	N	NULL	1
5442	NULL	zz_ICM_Floating_Test2	Test call type for testing various scripts. CT Floats between scripts under development.	NULL	0	N	NULL	93
5443	NULL	CHIP_XFER_EN_ENROLL	Transfers to the CHIP English Enrollment Queue	NULL	0	N	NULL	3
5444	NULL	CHIP_XFER_SP_ENROLL	Transfers to the CHIP Spanish Enrollment Queue	NULL	0	N	NULL	3
5445	NULL	CHIP_XFER_EN_OPS	Transfers to the CHIP English Operations Queue	NULL	0	N	NULL	3
5446	NULL	CHIP_XFER_EN_SEU	Transfer to the CHIP English Special Escalations Unit Queue	NULL	0	N	NULL	5
5447	NULL	CHIP_XFER_PROVIDER	Transfers to the CHIP Provider Queue	NULL	0	N	NULL	3
5448	NULL	CHIP_XFER_SP_OPS	Transfers to the CHIP Spanish Operations Queue	NULL	0	N	NULL	3
5449	NULL	CHIP_XFER_SP_SEU	Transfers to the CHIP Spanish Special Escalations Unit Queue	NULL	0	N	NULL	5
5450	NULL	EB_XFER_EN	Transfer to Queue EB English	NULL	0	N	NULL	2
5451	NULL	EB_XFER_SP	Transfer to Queue EB Spanish	NULL	0	N	NULL	2
5452	NULL	EBS_XFER_EN_Newborn_Plan_Change	Transfers to the EB English Newborn Plan Change Queue	NULL	0	N	NULL	3
5453	NULL	EBS_XFER_OUTREACH	Transfers to the EB Outreach Queue	NULL	0	N	NULL	3
5454	NULL	EBS_XFER_PROVIDER	Transfers to the EB Provider Queue	NULL	0	N	NULL	3
5455	NULL	EBS_XFER_SP_Newborn_Plan_Change	Transfers to the EB Spanish Newborn Plan Change Queue	NULL	0	N	NULL	3
5456	NULL	THS_XFER_EN_CMI_SRU	Transfers to the THS English Case Management Informing Special Research Unit Queue	NULL	0	N	NULL	3
5457	NULL	THS_XFER_EN	Transfers to the THS English Queue	NULL	0	N	NULL	3
5458	NULL	THS_SP_CMI_SRU_XFER	Transfers to the THS Spanish Case Management Informing Special Research Unit Queue	NULL	0	N	NULL	2
5459	NULL	THS_XFER_SP	Transfer to the THS Spanish Queue	NULL	0	N	NULL	3
5460	NULL	IEES_XFER_EN_SEU	Transfers to the ES English Special Escalations Unit Queue	NULL	0	N	NULL	3
5461	NULL	IEES_XFER_EN	Transfers to the ES English Queue	NULL	0	N	NULL	3
5462	NULL	IEES_XFER_SP_SEU	Transfers to the ES Spanish Special Escalations Unit Queue	NULL	0	N	NULL	3
5463	NULL	IEES_XFER_SP	Transfers to the ES Spanish Queue	NULL	0	N	NULL	3
5464	NULL	ST_XFER_ART	Transfers to the State ART Queue	NULL	0	N	NULL	3
5465	NULL	ST_XFER_MEPD	Transfers to the State Medicaid for Elderly People with Disabilities Queue	NULL	0	N	NULL	3
5466	NULL	ST_XFER_REFUGEE	Transfers to State Refugee Queue	NULL	0	N	NULL	3
5467	NULL	ST_XFER_TW_SR	Transfers to the State Texas Works Special Research Queue	NULL	0	N	NULL	3
5468	NULL	State_WHP_XFER	Transfers to the State Women's Health Program Queue	NULL	0	N	NULL	2
5469	NULL	CHIP_XFER_EN_OPS_DISCO_NALO	Calls transferred to CHIP English Operations Queue that were disconnected because no agents were logged in.	NULL	0	N	NULL	2
5470	NULL	CHIP_XFER_EN_OPS_DISCO_QERROR	Calls transferred to CHIP English Operations Queue that were disconnected because of a queue error	NULL	0	N	NULL	2
5471	NULL	CHIP_XFER_EN_OPS_Q	Calls transferred to CHIP English Operations Queue that were placed in queue	NULL	0	N	NULL	2
5472	NULL	CHIP_XFER_EN_SEU_DISCO_NALO	Call transferred to CHIP English Special Escalations Unit that were disconnected because no agents were logged in.	NULL	0	N	NULL	2
5473	NULL	CHIP_XFER_EN_SEU_DISCO_QERROR	Calls transferred to CHIP English Special Escalations Unit that were disconnected because of a queue error	NULL	0	N	NULL	2
5474	NULL	CHIP_XFER_EN_SEU_Q	Calls transferred to CHIP English Special Escalations Unit that were placed in queue	NULL	0	N	NULL	2
5475	NULL	CHIP_XFER_SP_OPS_DISCO_NALO	Call transferred to CHIP Spanish Operations that were disconnected because no agents were logged in.	NULL	0	N	NULL	2
5476	NULL	CHIP_XFER_SP_OPS_DISCO_QERROR	Calls transferred to CHIP Spanish Operations that were disconnected because of a queue error	NULL	0	N	NULL	2
5477	NULL	CHIP_XFER_SP_OPS_Q	Calls transferred to CHIP Spanish Operations that were placed in queue	NULL	0	N	NULL	2
5478	NULL	CHIP_XFER_SP_SEU_DISCO_NALO	Call transferred to CHIP Spanish Special Escalations Unit that were disconnected because no agents were logged in.	NULL	0	N	NULL	2
5479	NULL	CHIP_XFER_SP_SEU_DISCO_QERROR	Calls transferred to CHIP Spanish Special Escalations Unit that were disconnected because of a queue error	NULL	0	N	NULL	2
5480	NULL	CHIP_XFER_SP_SEU_Q	Calls transferred to CHIP Spanish Special Escalations Unit that were placed in queue	NULL	0	N	NULL	2
5481	NULL	THS_XFER_SP_CMI_SRU	Calls transferred to THS English Case Management Informing Special Research Unit that were disconnected because no agents were logged in.	NULL	0	N	NULL	3
5482	NULL	THS_EN_CMI_SRU_XFER_DISCO_QERROR	Calls transferred to THS English Case Management Informing Special Research Unit that were disconnected because of a queue error	NULL	0	N	NULL	3
5483	NULL	THS_EN_CMI_SRU_XFER_Q	Calls transferred to THS English Case Management Informing Special Research Unit that were placed in queue	NULL	0	N	NULL	2
5484	NULL	THS_XFER_SP_CMI_SRU_DISCO_NALO	Calls transferred to THS Spanish Case Management Informing Special Research Unit that were disconnected because no agents were logged in.	NULL	0	N	NULL	3
5485	NULL	THS_SP_CMI_SRU_XFER_DISCO_QERROR	Calls transferred to THS Spanish Case Management Informing Special Research Unit that were disconnected because of a queue error	NULL	0	N	NULL	2
5486	NULL	THS_SP_CMI_SRU_XFER_Q	Calls transferred to THS Spanish Case Management Informing Special Research Unit that were placed in queue	NULL	0	N	NULL	2
5487	NULL	EBS_XFER_EN_NPC_DISCO_NALO	Calls transferred to EBS English Newborn Plan Change that were disconnected because no agents were logged in	NULL	0	N	NULL	3
5488	NULL	EBS_EN_NPC_XFER_DISCO_QERROR	Calls transferred to EBS English Newborn Plan Change that were disconnected because of a queue error	NULL	0	N	NULL	2
5489	NULL	EBS_EN_NPC_XFER_Q	Calls transfered to EBS English Newborn Plan Change that were placed in queue	NULL	0	N	NULL	1
5490	NULL	EBS_XFER_SP_NPC_DISCO_NALO	Calls transferred to EBS Spanish Newborn Plan Change that were disconnected because no agents were logged in.	NULL	0	N	NULL	3
5491	NULL	EBS_SP_NPC_XFER_DISCO_QERROR	Calls transferred to EBS Spanish Newborn Plan Change that were disconnected because of a queue error	NULL	0	N	NULL	2
5492	NULL	EBS_SP_NPC_XFER_Q	Calls transferred to EBS Spanish Newborn Plan Change that were placed in queue	NULL	0	N	NULL	2
5493	NULL	IEES_INB_EMERG_FOODSTAMP	Setup for Special 211 menu for emergency food stamps	NULL	0	N	NULL	3
5494	NULL	IEE_INB_DR_FOOD_STAMP	Inbound Calls for emergency food stamps from 877-541-7905	NULL	0	N	NULL	1
5495	NULL	IEES_211_EN_MEPD	Callers who choose English and MEPD from the IVR	NULL	0	N	NULL	1
5496	NULL	IEES_211_EN_MEPD_DISCO_ERR	ES inbound English MEPD queuing Error - Calls disconnect	NULL	0	N	NULL	1
5497	NULL	IEES_211_EN_MEPD_DISCO_NALO	ES inbound English MEPD No Agents Logged On during business hours  - Call disconnect	NULL	0	N	NULL	1
5498	NULL	IEES_211_EN_MEPD_EWT	ES English Estimated MEPD Wait Time	NULL	0	N	NULL	1
5499	NULL	IEES_211_EN_MEPD_EWT_IVRRET	ES English Estimated MEPD Wait Time caller chose to return to the IVR	NULL	0	N	NULL	1
5500	NULL	IEES_211_INB_EN_MEPD_Q	IEES 211 Inbound callers choose English and are sent to the MEPD Queue	NULL	0	N	5000	2
5501	NULL	IEES_211_INB_SP_MEPD_Q	IEES 211 Inbound callers choose Spanish and are sent to the MEPD Queue	NULL	0	N	5000	3
5502	NULL	IEES_211_SP_MEPD	Callers who choose Spanish and MEPD from the IVR	NULL	0	N	NULL	1
5503	NULL	IEES_211_SP_MEPD_DISCO_ERR	ES inbound Spanish MEPD queuing Error - Calls disconnect	NULL	0	N	NULL	1
5504	NULL	IEES_211_SP_MEPD_DISCO_NALO	ES inbound Spanish MEPD No Agents Logged On during business hours  - Call disconnect	NULL	0	N	NULL	1
5505	NULL	IEES_211_SP_MEPD_EWT	ES Spanish Estimated MEPD Wait Time	NULL	0	N	NULL	1
5506	NULL	IEES_211_SP_MEPD_EWT_IVRRET	ES Spanish Estimated MEPD Wait Time caller chose to return to the IVR	NULL	0	N	NULL	1
5507	NULL	CHIP_INB_OR	All calls to the CHIP Outreach Program	NULL	0	N	NULL	4
5508	NULL	CHIP_INB_OR_IVR_APP	CHIP Outreach calls going into the IVR	NULL	0	N	NULL	3
5509	NULL	CHIP_INB_OR_IVR_ERR	CHIP Outreach calls erroring out of the IVR	NULL	0	N	NULL	4
5510	NULL	CHIP_INB_OR_IVR_OUT	CHIP Outreach calls coming out of the IVR	NULL	0	N	NULL	3
5511	NULL	CHIP_INB_OR_EN_DISCO_ERR	CHIP Outreach English Phone App calls disconnected because of a queuing error.	NULL	0	N	NULL	3
5512	NULL	CHIP_INB_OR_EN_DISCO_NALO	CHIP Outreach English Phone App calls sent to voicemail because no agents were logged on.	NULL	0	N	NULL	4
5513	NULL	CHIP_INB_OR_SP_DISCO_ERR	CHIP Outreach Spanish Phone App calls disconnected because of a queuing error.	NULL	0	N	NULL	3
5514	NULL	CHIP_INB_OR_SP_DISCO_NALO	CHIP Outreach Spanish Phone App calls sent to voicemail because no agents were logged on.	NULL	0	N	NULL	4
5515	NULL	CHIP_INB_OR_EN_Q	CHIP Outreach English Phone App calls that went into queue.	NULL	0	N	NULL	3
5516	NULL	CHIP_INB_OR_SP_Q	CHIP Outreach Spanish Phone App calls that went into queue.	NULL	0	N	NULL	3
5517	NULL	CHIP_XFER_RESEARCH_DISCO_NALO	Call transferred to CHIP Research that were disconnected because no agents were logged in.	NULL	0	N	NULL	1
5518	NULL	CHIP_XFER_RESEARCH_DISCO_QERROR	Calls transferred to CHIP Research that were disconnected because of a queue error	NULL	0	N	NULL	1
5519	NULL	CHIP_XFER_RESEARCH_Q	Calls transferred to CHIP Research Queue that were placed in queue	NULL	0	N	NULL	1
5520	NULL	CHIP_XFER_RESEARCH	Calls transfered to CHIP Research	NULL	0	N	NULL	2
5523	NULL	IEES_XFER_SUP_GBL	Calls sent to an ES Supervisor Global. Kicks off the ES_SUP_XFER script.	NULL	0	N	NULL	6
5524	NULL	IEES_XFER_SUP_GBL_6001119070	Calls sent to an ES Supervisor Global. Coming back from the NAM. Kicks off the ES_SUP_XFER script.	NULL	0	N	NULL	6
5527	NULL	IEES_XFER_SUP_GBL_EN_Q	ES Transfer Supervisor Engish Queue Global	NULL	0	N	5000	3
5528	NULL	IEES_XFER_SUP_GBL_SP_Q	ES Transfer Supervisor Spanish Queue Global	NULL	0	N	5000	3
5529	NULL	IEES_XFER_EN_SUP_GBL_DISCO_NALO	ES Supervisor Transfer Global English call disconnected because no agents logged in.	NULL	0	N	NULL	3
5532	NULL	IEES_XFER_SP_SUP_GBL_DISCO_NALO	ES Supervisor Transfer Global Spanish call disconnected because no agents logged in.	NULL	0	N	NULL	3
5535	NULL	IEES_XFER_SUP_GBL_EN_BUSY	ES Supervisor Transfer Global English call disconnected because of a queuing error.	NULL	0	N	NULL	3
5536	NULL	IEES_XFER_SUP_GBL_SP_BUSY	ES Supervisor Transfer Global Spanish call disconnected because of a queuing error.	NULL	0	N	NULL	3
5537	NULL	DN_6001119066	Shows utilization of 6001119066: Assigned to XFER to ART_SSS Midland	NULL	0	N	NULL	7
5538	NULL	DN_6001119067	NO LONGER IN USE: Shows utilization of 6001119067: XFER to ART_SSS Athens	NULL	0	N	NULL	12
5539	NULL	STATE_ART_SSS_ATH_Q	Calls going to Assistance Response Team - State Support Staff Athens Queue	NULL	0	N	NULL	1
5540	NULL	ST_XFER_CCC_SSS_Q	Calls going to Assistance Response Team - State Support Staff Midland Queue	NULL	0	N	NULL	5
5541	NULL	ST_XFER_ART_SSS_ATH_DISCO_NALO	"Measures transfers into Assistance Response Team - State Support Staff Athens, that were disconnected because no agents were logged on during business hours"	NULL	0	N	NULL	1
5542	NULL	ST_XFER_ART_SSS_ATH_DISCO_QERR	Measures transfers into Assistance Response Team - State Support Staff Athens that were disconnected because of a queuing error	NULL	0	N	NULL	1
5543	NULL	ST_XFER_ART_CCC_DISCO_NALO	"Measures transfers into Assistance Response Team - State Support Staff Midland, that were disconnected because no agents were logged on during business hours"	NULL	0	N	NULL	3
5544	NULL	ST_XFER_ART_CCC_DISCO_QERR	"Measures transfers into Assistance Response Team - State Support Staff Midland, that were disconnected because of a queuing error"	NULL	0	N	NULL	3
5545	NULL	ST_XFER_ART_SSS	Measures transfers into Assistance Response Team - State Support Staff Athens	NULL	0	N	NULL	2
5546	NULL	STATE_XFER_CCC_SSS	Measures transfers into Assistance Response Team - State Support Staff Midland	NULL	0	N	NULL	3
5547	NULL	IEES_XFER_EN_MEPD	ES Transfer to English MEPD	NULL	0	N	NULL	3
5548	NULL	IEES_XFER_SP_MEPD	ES Transfer to Spanish MEPD	NULL	0	N	NULL	1
5549	NULL	EBS_XFER_SUPERVISOR	Transfers to the EB Supervisor queue.	NULL	0	N	NULL	2
5550	NULL	EBS_XFER_SUP_DISCO_NALO	Transfers to the EB Supervisor that were disconnected because No Agents Were Logged on during business hours.	NULL	0	N	NULL	2
5551	NULL	EBS_SUPERVISOR_XFER_DISCO_QERROR	Transfers to the EB Supervisor queue that were disconnected because of a queuing error.	NULL	0	N	NULL	1
5552	NULL	EBS_SUPERVISOR_XFER_Q	Transfers to the EB Supervisor that were placed in queue.	NULL	0	N	NULL	1
5553	NULL	ALL_ERROR_DEFAULT_LABEL	All calls that encounter an END node.	NULL	0	N	NULL	7
5554	NULL	CHIP_INB_OR_EN	CHIP Outreach caller that selected English and choose to fill out an application over the phone.	NULL	0	N	NULL	2
5555	NULL	CHIP_INB_OR_SP	CHIP Outreach caller that selected Spanish and choose to fill out an application over the phone.	NULL	0	N	NULL	2
5556	NULL	CHIP_INB_OR_MAIL_EN	CHIP Outreach caller that selected English and choose to have an application mailed to them.	NULL	0	N	NULL	1
5557	NULL	CHIP_INB_OR_MAIL_EN_DISCO_ERR	CHIP Outreach English Mail App calls disconnected because of a queuing error.	NULL	0	N	NULL	1
5558	NULL	CHIP_INB_OR_MAIL_EN_Q	CHIP Outreach English Mail App calls that went into queue.	NULL	0	N	NULL	1
5559	NULL	CHIP_INB_OR_MAIL_DISCO_VM_NALO	CHIP Outreach English Mail App calls sent to voicemail because no agents were logged on.	NULL	0	N	NULL	2
5560	NULL	CHIP_INB_OR_MAIL_SP	CHIP Outreach caller that selected Spanish and choose to have an application mailed to them.	NULL	0	N	NULL	1
5561	NULL	CHIP_INB_OR_MAIL_SP_DISCO_ERR	CHIP Outreach Spanish Mail App calls disconnected because of a queuing error.	NULL	0	N	NULL	1
5562	NULL	CHIP_INB_OR_MAIL_SP_Q	CHIP Outreach Spanish Mail App calls that went into queue.	NULL	0	N	NULL	2
5563	NULL	CHIP_INB_OR_MAIL_SP_DISCO_NALO	CHIP Outreach Spanish Mail App calls sent to voicemail because no agents were logged on.	NULL	0	N	NULL	3
5564	NULL	CHIP_XFER_EN_SEU_ADD	Transfers to the CHIP English Special Escalations Unit Call In Queue	NULL	0	N	NULL	3
5565	NULL	CHIP_XFER_SP_SEU_ADD	Transfers to the CHIP Spanish Special Escalations Unit Call In Queue	NULL	0	N	NULL	3
5566	NULL	CHIP_XFER_EN_SEU_ADD_DISCO_NALO	Call transferred to CHIP English Special Escalations Unit call in that were disconnected because no agents were logged in.	NULL	0	N	NULL	2
5567	NULL	CHIP_XFER_EN_SEU_ADD_DISCO_QERR	Calls transferred to CHIP English Special Escalations Unit Call In that were disconnected because of a queue error	NULL	0	N	NULL	2
5568	NULL	CHIP_XFER_EN_SEU_ADD_Q	Calls transferred to CHIP English Special Escalations Unit Call In that were placed in queue	NULL	0	N	NULL	2
5569	NULL	CHIP_XFER_SP_SEU_ADD_DISCO_NALO	Call transferred to CHIP Spanish Special Escalations Unit call in that were disconnected because no agents were logged in.	NULL	0	N	NULL	2
5570	NULL	CHIP_XFER_SP_SEU_AD_DISCO_QERR	Calls transferred to CHIP Spanish Special Escalations Unit Call In that were disconnected because of a queue error	NULL	0	N	NULL	2
5571	NULL	CHIP_XFER_SP_SEU_ADD_Q	Calls transferred to CHIP English Special Escalations Unit Call In that were placed in queue	NULL	0	N	NULL	2
5572	NULL	IEES_XFER_EN_CMPLNTS_BUSY	"Calls sent to queue for State Transfer Complaints English, but got a busy because no agents were available"	NULL	0	N	NULL	3
5573	NULL	IEES_XFER_CMPLNTS_EN_Q	Calls sent to queue for State Transfer Complaints English	NULL	0	N	NULL	2
5574	NULL	IEES_XFER_SP_CMPLNTS_BUSY	"Calls sent to queue for State Transfer Complaints Spanish, but got a busy because no agents were available"	NULL	0	N	NULL	3
5575	NULL	IEES_XFER_CMPLNTS_SP_Q	Calls sent to queue for State Transfer Complaints Spanish	NULL	0	N	NULL	2
5576	NULL	CHIP_INB_EL_ERROR	An error occurred during the CHIP IVR.	NULL	0	N	NULL	1
5577	NULL	CHIP_INB_EL_mnMenu_ni	"Caller had No Input in the Main Menu, so could be Rotary"	NULL	0	N	NULL	1
5578	NULL	CHIP_INB_EN_CHLDMED	Childrens Medicaid selected from the Main menu	NULL	0	N	NULL	1
5579	NULL	CHIP_INB_EN_EL_appExcpt	"API returned the case is an Exception and needs to go to the CCR, code 840"	NULL	0	N	NULL	1
5580	NULL	CHIP_INB_EN_EL_appInProcess_nim	"API returned the application is still being processed, code 800 or 820"	NULL	0	N	NULL	1
5581	NULL	CHIP_INB_EN_EL_appStatus	"API flag is turned on, so therefore we will bypass the api and go straight to the agent"	NULL	0	N	NULL	1
5582	NULL	CHIP_INB_EN_EL_askIfCase_nim	Caller asked if they know their Case ID.  Caller had either No Match or No Input	NULL	0	N	NULL	1
5583	NULL	CHIP_INB_EN_EL_caseChange	Caller chose opt 4 in the Main Menu	NULL	0	N	NULL	1
5584	NULL	CHIP_INB_EN_EL_getCase_nim	"Caller asked to input their Case ID.  Caller either never entered the # sign, or had No Input."	NULL	0	N	NULL	1
5585	NULL	CHIP_INB_EN_EL_getDOB	"Caller didn§t succeed at entering DOB with correct format.  Year, month or day may have been out of range."	NULL	0	N	NULL	1
5586	NULL	CHIP_INB_EN_EL_getDOB_nim	"Caller asked to input their DOB.  Caller either never entered 8 digits, or had No Input."	NULL	0	N	NULL	1
5587	NULL	CHIP_INB_EN_EL_getSSN_nim	"Caller asked to input their SSN.  Caller either never entered 9 digits, or  had No Input."	NULL	0	N	NULL	1
5588	NULL	CHIP_INB_EN_EL_invalidData	"API returned no valid record based on caller input data.  The softphone will reflect which, if any, caller input was valid."	NULL	0	N	NULL	1
5589	NULL	CHIP_INB_EN_EL_mailApp	Request an Application was selected in the Main menu.  And the caller wanted to have an application mailed to them.	NULL	0	N	NULL	1
5590	NULL	CHIP_INB_EN_EL_mnMenu_nm	Caller had No Match in the Main Menu	NULL	0	N	NULL	1
5591	NULL	CHIP_INB_EN_EL_MI	API returned Eligibility MI can be taken over the phone	NULL	0	N	NULL	1
5592	NULL	CHIP_INB_EN_EL_MI_nim	"API returned case has Eligbility Missing Information, none can be taken over the phone.  However the caller had No Match or No Input at menu."	NULL	0	N	NULL	1
5593	NULL	CHIP_INB_EN_EL_noID	Caller doesn§t have or know their case number and sent in their app over 2 days ago.	NULL	0	N	NULL	1
5594	NULL	CHIP_INB_EN_EL_noID_nim	Caller doesn§t have or know their case number.  However the caller had No Match or No Input at the following menu.	NULL	0	N	NULL	1
5595	NULL	CHIP_INB_EN_EL_opt0	CCR from the Main Menu with hidden option 0	NULL	0	N	NULL	1
5596	NULL	CHIP_INB_EN_EL_ReqApp_nim	"Request an Application selected in the main menu, but caller had No Match or No Input at Req App Menu."	NULL	0	N	NULL	1
5597	NULL	CHIP_INB_EN_ENR_appComplt_nim	API returned application proccess is complete. However the caller had No Match or No Input at the menu.	NULL	0	N	NULL	1
5598	NULL	CHIP_INB_EN_ENR_balDue_nim	"API returned a balance is due, but the Health plan is not needed.  However, the caller had No Match or No Input at the menu."	NULL	0	N	NULL	1
5599	NULL	CHIP_INB_EN_ENR_feeHlthPlan	"API returned the caller has  balance due, and needs to pick a Health Plan"	NULL	0	N	NULL	1
5600	NULL	CHIP_INB_EN_ENR_hlthPlan	"API returned the caller has no balance due, but needs to pick a Health Plan"	NULL	0	N	NULL	1
5601	NULL	CHIP_INB_EN_Peri	Caller selected Perinatal from the Main menu and then selected to speak to a CCR	NULL	0	N	NULL	1
5602	NULL	CHIP_INB_EN_Peri_nim	"Caller selected Perinatal from the Main menu. However, the caller had No Match or No Input at the Perinatal menu."	NULL	0	N	NULL	1
5603	NULL	CHIP_INB_EN_SKIP	Caller selected SKIP from the Main menu and then selected to speak to a CCR	NULL	0	N	NULL	1
5604	NULL	CHIP_INB_EN_SKIP_nim	"Caller selected SKIP from the Main menu. However, the caller had No Match or No Input at the SKIP menu."	NULL	0	N	NULL	1
5605	NULL	CHIP_INB_END	End of CHIP IVR call -  instruction to hang up on the caller	NULL	0	N	NULL	1
5606	NULL	CHIP_INB_SP_CHLDMED	Childrens Medicaid selected from the Main menu	NULL	0	N	NULL	1
5607	NULL	CHIP_INB_SP_EL_appExcpt	"API returned the case is an Exception and needs to go to the CCR, code 840"	NULL	0	N	NULL	1
5608	NULL	CHIP_INB_SP_EL_appInProcess_nim	"API returned the application is still being processed, code 800 or 820"	NULL	0	N	NULL	1
5609	NULL	CHIP_INB_SP_EL_appStatus	"API flag is turned on, so therefore we will bypass the api and go straight to the agent"	NULL	0	N	NULL	1
5610	NULL	CHIP_INB_SP_EL_askIfCase_nim	Caller asked if they know their Case ID.  Caller had either No Match or No Input	NULL	0	N	NULL	1
5611	NULL	CHIP_INB_SP_EL_caseChange	Caller chose opt 4 in the Main Menu	NULL	0	N	NULL	1
5612	NULL	CHIP_INB_SP_EL_getCase_nim	"Caller asked to input their Case ID.  Caller either never entered the # sign, or had No Input."	NULL	0	N	NULL	1
5613	NULL	CHIP_INB_SP_EL_getDOB	"Caller didn§t succeed at entering DOB with correct format.  Year, month or day may have been out of range."	NULL	0	N	NULL	1
5614	NULL	CHIP_INB_SP_EL_getDOB_nim	"Caller asked to input their DOB.  Caller either never entered 8 digits, or had No Input."	NULL	0	N	NULL	1
5615	NULL	CHIP_INB_SP_EL_getSSN_nim	"Caller asked to input their SSN.  Caller either never entered 9 digits, or  had No Input."	NULL	0	N	NULL	1
5616	NULL	CHIP_INB_SP_EL_invalidData	"API returned no valid record based on caller input data.  The softphone will reflect which, if any, caller input was valid."	NULL	0	N	NULL	1
5617	NULL	CHIP_INB_SP_EL_mailApp	Request an Application was selected in the Main menu.  And the caller wanted to have an application mailed to them.	NULL	0	N	NULL	1
5618	NULL	CHIP_INB_SP_EL_mnMenu_nm	Caller had No Match in the Main Menu	NULL	0	N	NULL	1
5619	NULL	CHIP_INB_SP_EL_MI	API returned Eligibility MI can be taken over the phone	NULL	0	N	NULL	1
5620	NULL	CHIP_INB_SP_EL_MI_nim	"API returned case has Eligbility Missing Information, none can be taken over the phone.  However the caller had No Match or No Input at menu."	NULL	0	N	NULL	1
5621	NULL	CHIP_INB_SP_EL_noID	Caller doesn§t have or know their case number and sent in their app over 2 days ago.	NULL	0	N	NULL	1
5622	NULL	CHIP_INB_SP_EL_noID_nim	Caller doesn§t have or know their case number.  However the caller had No Match or No Input at the following menu.	NULL	0	N	NULL	1
5623	NULL	CHIP_INB_SP_EL_opt0	CCR from the Main Menu with hidden option 0	NULL	0	N	NULL	1
5624	NULL	CHIP_INB_SP_EL_reqApp_nim	"Request an Application selected in the main menu, but caller had No Match or No Input at Req App Menu."	NULL	0	N	NULL	1
5625	NULL	CHIP_INB_SP_ENR_appComplt_nim	API returned application proccess is complete. However the caller had No Match or No Input at the menu.	NULL	0	N	NULL	1
5626	NULL	CHIP_INB_SP_ENR_balDue_nim	"API returned a balance is due, but the Health plan is not needed.  However, the caller had No Match or No Input at the menu."	NULL	0	N	NULL	1
5627	NULL	CHIP_INB_SP_ENR_feeHlthPlan	"API returned the caller has  balance due, and needs to pick a Health Plan"	NULL	0	N	NULL	1
5628	NULL	CHIP_INB_SP_ENR_hlthPlan	"API returned the caller has no balance due, but needs to pick a Health Plan"	NULL	0	N	NULL	1
5629	NULL	CHIP_INB_SP_Peri	Caller selected Perinatal from the Main menu and then selected to speak to a CCR	NULL	0	N	NULL	1
5630	NULL	CHIP_INB_SP_Peri_nim	"Caller selected Perinatal from the Main menu. However, the caller had No Match or No Input at the Perinatal menu."	NULL	0	N	NULL	1
5631	NULL	CHIP_INB_SP_SKIP	Caller selected SKIP from the Main menu and then selected to speak to a CCR	NULL	0	N	NULL	1
5632	NULL	CHIP_INB_SP_SKIP_nim	"Caller selected SKIP from the Main menu. However, the caller had No Match or No Input at the SKIP menu."	NULL	0	N	NULL	1
5633	NULL	CHIP_INB_EN_EL_mnMenu_ni	Caller had no input in the main menu. However they picked a language in the previous menu.	NULL	0	N	NULL	2
5634	NULL	STATE_XFER_CCC_SSS_BUSY	"Calls sent to queue for State Transfer ART SSS, but got a busy because no agents were available"	NULL	0	N	NULL	2
5635	NULL	CHIP_INB_EN_ENR_appComplt	"API returned application process is complete. However, the call pushed 1 to talk to a CCR."	NULL	0	N	NULL	1
5636	NULL	CHIP_INB_SP_ENR_appComplt	"API returned application process is complete. However, the call pushed 1 to talk to a CCR."	NULL	0	N	NULL	1
5637	NULL	CHIP_INB_SP_EL_mnMenu_ni	Caller had no input in the main menu. However they picked a language in the previous menu.	NULL	0	N	NULL	2
5638	NULL	IEES_EN_SEU_XFER_Q	Transfers to the ES English Special Escalations Unit Queue that go into queue	NULL	0	N	5000	2
5639	NULL	IEES_SP_SEU_XFER_Q	Transfers to the ES Spanish Special Escalations Unit Queue that go into queue	NULL	0	N	5000	2
5640	NULL	IEE_EN_applyLTC	Program Desc:   The caller would like to apply for LTC.	NULL	0	N	NULL	2
