LOOKUP_TYPE,LOOKUP_KEY,LOOKUP_VALUE
ACD_ANSDELAY_PERIOD,ANSDELAY46,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY48,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY480,SPEED_OF_ANSWER_PERIOD_9
ACD_ANSDELAY_PERIOD,ANSDELAY50,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY52,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY54,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY540,SPEED_OF_ANSWER_PERIOD_9
ACD_ANSDELAY_PERIOD,ANSDELAY56,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY58,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY6,SPEED_OF_ANSWER_PERIOD_1
ACD_ANSDELAY_PERIOD,ANSDELAY60,SPEED_OF_ANSWER_PERIOD_3
ACD_ANSDELAY_PERIOD,ANSDELAY600,SPEED_OF_ANSWER_PERIOD_9
ACD_ANSDELAY_PERIOD,ANSDELAY70,SPEED_OF_ANSWER_PERIOD_4
ACD_ANSDELAY_PERIOD,ANSDELAY8,SPEED_OF_ANSWER_PERIOD_1
ACD_ANSDELAY_PERIOD,ANSDELAY80,SPEED_OF_ANSWER_PERIOD_4
ACD_ANSDELAY_PERIOD,ANSDELAY90,SPEED_OF_ANSWER_PERIOD_4
ACD_ANSDELAY_PERIOD,ANSDELAYBEYOND,SPEED_OF_ANSWER_PERIOD_10
WFM_GROUP_PROJECT,1002,MASS HEALTH
WFM_GROUP_PROGRAM,1001,MASS HEALTH
ACD_SKILLSET_PROJECT,10093,MASS HEALTH
ACD_SKILLSET_PROJECT,10094,MASS HEALTH
ACD_SKILLSET_PROJECT,10090,MASS HEALTH
ACD_SKILLSET_PROJECT,10092,MASS HEALTH
ACD_SKILLSET_PROJECT,10089,MASS HEALTH
ACD_SKILLSET_PROJECT,10083,MASS HEALTH
ACD_SKILLSET_PROJECT,10033,MASS HEALTH
ACD_SKILLSET_PROJECT,10055,MASS HEALTH
ACD_SKILLSET_PROJECT,10081,MASS HEALTH
ACD_SKILLSET_PROJECT,10047,MASS HEALTH
ACD_SKILLSET_PROJECT,10051,MASS HEALTH
ACD_SKILLSET_PROJECT,10046,MASS HEALTH
ACD_SKILLSET_PROJECT,10049,MASS HEALTH
ACD_SKILLSET_PROJECT,10087,MASS HEALTH
ACD_SKILLSET_PROJECT,10024,MASS HEALTH
ACD_SKILLSET_PROJECT,10078,MASS HEALTH
ACD_SKILLSET_PROJECT,10026,MASS HEALTH
ACD_SKILLSET_PROJECT,10036,MASS HEALTH
ACD_SKILLSET_PROJECT,10025,MASS HEALTH
ACD_SKILLSET_PROJECT,10076,MASS HEALTH
ACD_SKILLSET_PROJECT,10032,MASS HEALTH
ACD_SKILLSET_PROJECT,10038,MASS HEALTH
ACD_SKILLSET_PROJECT,10016,MASS HEALTH
ACD_SKILLSET_PROJECT,10018,MASS HEALTH
ACD_SKILLSET_PROJECT,10021,MASS HEALTH
ACD_SKILLSET_PROJECT,10020,MASS HEALTH
ACD_SKILLSET_PROJECT,10080,MASS HEALTH
ACD_SKILLSET_PROJECT,10053,MASS HEALTH
ACD_SKILLSET_PROJECT,10075,MASS HEALTH
ACD_SKILLSET_PROJECT,10077,MASS HEALTH
ACD_SKILLSET_PROJECT,10039,MASS HEALTH
ACD_SKILLSET_PROJECT,10019,MASS HEALTH
ACD_SKILLSET_PROJECT,10084,MASS HEALTH
ACD_SKILLSET_PROJECT,10085,MASS HEALTH
ACD_SKILLSET_PROJECT,10066,MASS HEALTH
ACD_SKILLSET_PROJECT,10082,MASS HEALTH
ACD_SKILLSET_PROJECT,10006,MASS HEALTH
ACD_SKILLSET_PROGRAM,10093,MASS HEALTH
ACD_SKILLSET_PROGRAM,10094,MASS HEALTH
ACD_SKILLSET_PROGRAM,10090,MASS HEALTH
ACD_SKILLSET_PROGRAM,10092,MASS HEALTH
ACD_SKILLSET_PROGRAM,10089,MASS HEALTH
ACD_SKILLSET_PROGRAM,10083,MASS HEALTH
ACD_SKILLSET_PROGRAM,10033,MASS HEALTH
ACD_SKILLSET_PROGRAM,10055,MASS HEALTH
ACD_SKILLSET_PROGRAM,10081,MASS HEALTH
ACD_SKILLSET_PROGRAM,10047,MASS HEALTH
ACD_SKILLSET_PROGRAM,10051,MASS HEALTH
ACD_SKILLSET_PROGRAM,10046,MASS HEALTH
ACD_SKILLSET_PROGRAM,10049,MASS HEALTH
ACD_SKILLSET_PROGRAM,10087,MASS HEALTH
ACD_SKILLSET_PROGRAM,10024,MASS HEALTH
ACD_SKILLSET_PROGRAM,10078,MASS HEALTH
ACD_SKILLSET_PROGRAM,10026,MASS HEALTH
ACD_SKILLSET_PROGRAM,10036,MASS HEALTH
ACD_SKILLSET_PROGRAM,10025,MASS HEALTH
ACD_SKILLSET_PROGRAM,10076,MASS HEALTH
ACD_SKILLSET_PROGRAM,10032,MASS HEALTH
ACD_SKILLSET_PROGRAM,10038,MASS HEALTH
ACD_SKILLSET_PROGRAM,10016,MASS HEALTH
ACD_SKILLSET_PROGRAM,10018,MASS HEALTH
ACD_SKILLSET_PROGRAM,10021,MASS HEALTH
ACD_SKILLSET_PROGRAM,10020,MASS HEALTH
ACD_SKILLSET_PROGRAM,10080,MASS HEALTH
ACD_SKILLSET_PROGRAM,10053,MASS HEALTH
ACD_SKILLSET_PROGRAM,10075,MASS HEALTH
ACD_SKILLSET_PROGRAM,10077,MASS HEALTH
ACD_SKILLSET_PROGRAM,10039,MASS HEALTH
ACD_SKILLSET_PROGRAM,10019,MASS HEALTH
ACD_SKILLSET_PROGRAM,10084,MASS HEALTH
ACD_SKILLSET_PROGRAM,10085,MASS HEALTH
ACD_SKILLSET_PROGRAM,10066,MASS HEALTH
ACD_SKILLSET_PROGRAM,10082,MASS HEALTH
ACD_SKILLSET_PROGRAM,10006,MASS HEALTH
