Plan Start Date,Plan End Date,Unit of Work Name ,Day of Plan,Forecast Comp Vol ,Forecast Intake Vol ,Hours Assigned ,Hour of Plan,Avg Handle Time ,Min Handle Time ,Max Handle Time 
10/01/2018 , 10/14/2018 , EB_IVA , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 1.000000 , 142.000000 , 127.000000 , 13.000000 , 0.000000 , 4.915520 , 2.830790 , 7.294518 
10/01/2018 , 10/14/2018 , MMS_READY , 2.000000 , 144.000000 , 144.000000 , 13.000000 , 0.000000 , 5.045841 , 2.678356 , 7.290354 
10/01/2018 , 10/14/2018 , MMS_READY , 3.000000 , 113.000000 , 113.000000 , 13.000000 , 0.000000 , 5.003619 , 2.849798 , 7.298541 
10/01/2018 , 10/14/2018 , MMS_READY , 4.000000 , 113.000000 , 146.000000 , 13.000000 , 0.000000 , 5.091277 , 3.000267 , 7.282490 
10/01/2018 , 10/14/2018 , MMS_READY , 5.000000 , 146.000000 , 128.000000 , 13.000000 , 0.000000 , 4.976446 , 2.811019 , 7.390138 
10/01/2018 , 10/14/2018 , MMS_READY , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 8.000000 , 128.000000 , 127.000000 , 13.000000 , 0.000000 , 5.024136 , 2.935343 , 7.350594 
10/01/2018 , 10/14/2018 , MMS_READY , 9.000000 , 127.000000 , 144.000000 , 13.000000 , 0.000000 , 5.042824 , 2.765632 , 6.988600 
10/01/2018 , 10/14/2018 , MMS_READY , 10.000000 , 144.000000 , 113.000000 , 13.000000 , 0.000000 , 4.995707 , 2.647543 , 7.291244 
10/01/2018 , 10/14/2018 , MMS_READY , 11.000000 , 113.000000 , 146.000000 , 13.000000 , 0.000000 , 5.124297 , 2.969522 , 7.327777 
10/01/2018 , 10/14/2018 , MMS_READY , 12.000000 , 146.000000 , 128.000000 , 13.000000 , 0.000000 , 4.978137 , 2.617613 , 7.218296 
10/01/2018 , 10/14/2018 , MMS_READY , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , MMS_READY , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 1.000000 , 315.000000 , 200.000000 , 12.000000 , 0.000000 , 1.983685 , 1.074434 , 2.946523 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 2.000000 , 200.000000 , 200.000000 , 12.000000 , 0.000000 , 1.954712 , 1.036538 , 2.902788 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 3.000000 , 300.000000 , 300.000000 , 12.000000 , 0.000000 , 1.970767 , 1.070612 , 2.905065 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 4.000000 , 240.000000 , 240.000000 , 12.000000 , 0.000000 , 1.994390 , 1.135208 , 2.973233 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 5.000000 , 150.000000 , 150.000000 , 12.000000 , 0.000000 , 1.946620 , 1.104223 , 2.953706 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 8.000000 , 200.000000 , 200.000000 , 12.000000 , 0.000000 , 2.017676 , 1.096500 , 2.928545 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 9.000000 , 200.000000 , 200.000000 , 12.000000 , 0.000000 , 2.027799 , 1.060663 , 2.900435 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 10.000000 , 300.000000 , 300.000000 , 12.000000 , 0.000000 , 1.986455 , 1.064836 , 2.935861 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 11.000000 , 240.000000 , 240.000000 , 12.000000 , 0.000000 , 1.981655 , 1.039775 , 2.980845 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 12.000000 , 150.000000 , 150.000000 , 12.000000 , 0.000000 , 2.019502 , 1.037616 , 2.960899 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINANCIAL_APPROVAL , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 1.000000 , 123.000000 , 120.000000 , 12.000000 , 0.000000 , 5.898200 , 3.237411 , 8.755414 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 2.000000 , 124.000000 , 130.000000 , 12.000000 , 0.000000 , 5.874430 , 3.152291 , 8.579971 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 3.000000 , 121.000000 , 110.000000 , 12.000000 , 0.000000 , 6.009984 , 3.474567 , 8.586870 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 4.000000 , 116.000000 , 115.000000 , 12.000000 , 0.000000 , 6.223366 , 3.508882 , 8.356316 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 5.000000 , 123.000000 , 117.000000 , 12.000000 , 0.000000 , 5.912746 , 3.226826 , 8.789754 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 8.000000 , 123.000000 , 120.000000 , 12.000000 , 0.000000 , 5.915403 , 3.403643 , 8.618840 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 9.000000 , 118.000000 , 130.000000 , 12.000000 , 0.000000 , 6.160982 , 3.253997 , 8.916936 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 10.000000 , 121.000000 , 110.000000 , 12.000000 , 0.000000 , 6.027675 , 3.224788 , 8.572750 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 11.000000 , 121.000000 , 115.000000 , 12.000000 , 0.000000 , 5.995930 , 3.401604 , 8.707997 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 12.000000 , 120.000000 , 117.000000 , 12.000000 , 0.000000 , 6.014249 , 3.582273 , 8.491176 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , DATA_ENTRY , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 1.000000 , 237.000000 , 250.000000 , 20.000000 , 0.000000 , 5.108169 , 2.808630 , 7.246052 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 2.000000 , 244.000000 , 240.000000 , 20.000000 , 0.000000 , 4.966529 , 2.878555 , 7.225397 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 3.000000 , 246.000000 , 360.000000 , 20.000000 , 0.000000 , 4.924092 , 2.603940 , 7.306158 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 4.000000 , 238.000000 , 320.000000 , 20.000000 , 0.000000 , 5.097520 , 2.669464 , 7.404590 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 5.000000 , 241.000000 , 310.000000 , 20.000000 , 0.000000 , 5.029743 , 2.876100 , 7.337249 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 8.000000 , 246.000000 , 250.000000 , 20.000000 , 0.000000 , 4.928993 , 2.641735 , 7.373996 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 9.000000 , 247.000000 , 240.000000 , 20.000000 , 0.000000 , 4.918733 , 2.830665 , 7.215294 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 10.000000 , 237.000000 , 360.000000 , 20.000000 , 0.000000 , 5.104352 , 2.837591 , 7.305583 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 11.000000 , 240.000000 , 320.000000 , 20.000000 , 0.000000 , 5.056419 , 2.574196 , 7.032236 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 12.000000 , 239.000000 , 310.000000 , 20.000000 , 0.000000 , 5.078029 , 2.794523 , 7.208317 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , FINAL_MAIL_ENROLLED , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 1.000000 , 225.000000 , 580.000000 , 15.000000 , 0.000000 , 4.018504 , 2.226098 , 5.896440 
10/01/2018 , 10/14/2018 , REFERRAL , 2.000000 , 231.000000 , 487.000000 , 15.000000 , 0.000000 , 3.908194 , 2.231211 , 5.865223 
10/01/2018 , 10/14/2018 , REFERRAL , 3.000000 , 222.000000 , 455.000000 , 15.000000 , 0.000000 , 4.077351 , 2.214372 , 5.814824 
10/01/2018 , 10/14/2018 , REFERRAL , 4.000000 , 225.000000 , 356.000000 , 15.000000 , 0.000000 , 4.008747 , 2.307114 , 5.851440 
10/01/2018 , 10/14/2018 , REFERRAL , 5.000000 , 227.000000 , 320.000000 , 15.000000 , 0.000000 , 3.985697 , 2.087571 , 5.847064 
10/01/2018 , 10/14/2018 , REFERRAL , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 8.000000 , 226.000000 , 580.000000 , 15.000000 , 0.000000 , 4.015137 , 2.173430 , 5.825466 
10/01/2018 , 10/14/2018 , REFERRAL , 9.000000 , 228.000000 , 487.000000 , 15.000000 , 0.000000 , 3.963816 , 2.282725 , 5.786290 
10/01/2018 , 10/14/2018 , REFERRAL , 10.000000 , 224.000000 , 455.000000 , 15.000000 , 0.000000 , 4.030386 , 2.269859 , 5.834844 
10/01/2018 , 10/14/2018 , REFERRAL , 11.000000 , 224.000000 , 356.000000 , 15.000000 , 0.000000 , 4.042039 , 2.075604 , 5.607004 
10/01/2018 , 10/14/2018 , REFERRAL , 12.000000 , 223.000000 , 320.000000 , 15.000000 , 0.000000 , 4.044857 , 2.184051 , 5.968092 
10/01/2018 , 10/14/2018 , REFERRAL , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
10/01/2018 , 10/14/2018 , REFERRAL , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
