PLAN_START_DATE,PLAN_END_DATE,UNIT_OF_WORK,SIM_DAY,AGE,NUMBER_OF_TASKS,PLACEHOLDER
04/01/2019 , 04/29/2019 , ENROLLMENT , 2.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 2.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 2.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 2.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 2.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 0 , 27 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 2.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 0 , 227 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 1 , 203 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 0 , 18 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 0 , 14 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 0 , 242 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 1 , 34 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 0 , 25 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 0 , 9 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 0 , 96 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 1 , 13 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 0 , 17 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 0 , 33 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 3.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 0 , 221 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 1 , 205 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 0 , 8 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 0 , 7 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 0 , 225 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 1 , 41 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 0 , 38 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 0 , 17 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , OTHER_INCOMING_DOCS , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 0 , 86 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 1 , 16 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , QC , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 0 , 15 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , ENROLLMENT , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 0 , 33 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , LINK_CLASSIFY , 4.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 0 , 187 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 1 , 210 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 0 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 5 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 6 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 0 , 5 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 1 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 2 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 3 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 4 , 0 , 0 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 5 , 0 , 0 
