PLAN_START_DATE,PLAN_END_DATE,UNIT_OF_WORK,SIM_DAY,TASKS_COMPLETED,TASKS_CREATED,ASSIGNED_HOURS,PLACEHOLDER,AHT,MIN_HT,MAX_HT
04/01/2019 , 04/29/2019 , DE_NEW_APP , 18.000000 , 225.000000 , 218.000000 , 26.000000 , 0.000000 , 0.116591 , 0.096638 , 0.138776 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 19.000000 , 220.000000 , 189.000000 , 25.000000 , 0.000000 , 0.116046 , 0.095068 , 0.138438 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 20.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 21.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 22.000000 , 251.000000 , 233.000000 , 29.000000 , 0.000000 , 0.117571 , 0.095752 , 0.138386 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 23.000000 , 255.000000 , 243.000000 , 29.000000 , 0.000000 , 0.115630 , 0.093501 , 0.136875 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 24.000000 , 239.000000 , 242.000000 , 28.000000 , 0.000000 , 0.117695 , 0.094368 , 0.137987 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 25.000000 , 223.000000 , 227.000000 , 26.000000 , 0.000000 , 0.117088 , 0.096004 , 0.138782 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 26.000000 , 219.000000 , 220.000000 , 25.000000 , 0.000000 , 0.116594 , 0.094929 , 0.137316 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 27.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_NEW_APP , 28.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 1.000000 , 109.000000 , 134.000000 , 17.000000 , 0.000000 , 0.116487 , 0.096925 , 0.138920 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 2.000000 , 141.000000 , 147.000000 , 17.000000 , 0.000000 , 0.117358 , 0.096035 , 0.137503 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 3.000000 , 136.000000 , 123.000000 , 16.000000 , 0.000000 , 0.117097 , 0.097569 , 0.139019 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 4.000000 , 129.000000 , 119.000000 , 15.000000 , 0.000000 , 0.117528 , 0.096103 , 0.136924 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 5.000000 , 111.000000 , 103.000000 , 14.000000 , 0.000000 , 0.117927 , 0.096497 , 0.137517 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 8.000000 , 125.000000 , 156.000000 , 17.000000 , 0.000000 , 0.115839 , 0.093829 , 0.134850 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 9.000000 , 147.000000 , 142.000000 , 17.000000 , 0.000000 , 0.115893 , 0.096365 , 0.137999 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 10.000000 , 136.000000 , 136.000000 , 16.000000 , 0.000000 , 0.116988 , 0.096745 , 0.136655 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 11.000000 , 129.000000 , 124.000000 , 15.000000 , 0.000000 , 0.118108 , 0.094764 , 0.137009 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 12.000000 , 122.000000 , 115.000000 , 14.000000 , 0.000000 , 0.115202 , 0.094821 , 0.135164 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 15.000000 , 118.000000 , 139.000000 , 17.000000 , 0.000000 , 0.115624 , 0.095346 , 0.136897 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 16.000000 , 145.000000 , 142.000000 , 17.000000 , 0.000000 , 0.114726 , 0.094412 , 0.138179 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 17.000000 , 135.000000 , 139.000000 , 16.000000 , 0.000000 , 0.116971 , 0.095390 , 0.139008 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 18.000000 , 132.000000 , 130.000000 , 15.000000 , 0.000000 , 0.116353 , 0.096419 , 0.138071 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 19.000000 , 121.000000 , 100.000000 , 14.000000 , 0.000000 , 0.116558 , 0.096176 , 0.138243 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 20.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 21.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 22.000000 , 142.000000 , 161.000000 , 17.000000 , 0.000000 , 0.117492 , 0.096365 , 0.137821 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 23.000000 , 148.000000 , 162.000000 , 17.000000 , 0.000000 , 0.116761 , 0.094675 , 0.136724 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 24.000000 , 137.000000 , 123.000000 , 16.000000 , 0.000000 , 0.116057 , 0.094186 , 0.137979 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 25.000000 , 130.000000 , 127.000000 , 15.000000 , 0.000000 , 0.116810 , 0.095674 , 0.139749 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 26.000000 , 121.000000 , 102.000000 , 14.000000 , 0.000000 , 0.116024 , 0.096582 , 0.137352 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 27.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APP_RENEWAL , 28.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 1.000000 , 20.000000 , 24.000000 , 5.000000 , 0.000000 , 0.169377 , 0.146667 , 0.196009 
04/01/2019 , 04/29/2019 , DE_APPEAL , 2.000000 , 24.000000 , 28.000000 , 5.000000 , 0.000000 , 0.161248 , 0.141148 , 0.182444 
04/01/2019 , 04/29/2019 , DE_APPEAL , 3.000000 , 31.000000 , 37.000000 , 5.000000 , 0.000000 , 0.166264 , 0.143525 , 0.186428 
04/01/2019 , 04/29/2019 , DE_APPEAL , 4.000000 , 30.000000 , 23.000000 , 5.000000 , 0.000000 , 0.169261 , 0.144437 , 0.187392 
04/01/2019 , 04/29/2019 , DE_APPEAL , 5.000000 , 20.000000 , 18.000000 , 4.000000 , 0.000000 , 0.160544 , 0.138529 , 0.185805 
04/01/2019 , 04/29/2019 , DE_APPEAL , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 8.000000 , 22.000000 , 26.000000 , 5.000000 , 0.000000 , 0.168568 , 0.142308 , 0.196735 
04/01/2019 , 04/29/2019 , DE_APPEAL , 9.000000 , 27.000000 , 30.000000 , 5.000000 , 0.000000 , 0.163989 , 0.139914 , 0.195212 
04/01/2019 , 04/29/2019 , DE_APPEAL , 10.000000 , 27.000000 , 21.000000 , 5.000000 , 0.000000 , 0.164052 , 0.141289 , 0.189334 
04/01/2019 , 04/29/2019 , DE_APPEAL , 11.000000 , 22.000000 , 24.000000 , 5.000000 , 0.000000 , 0.165509 , 0.138335 , 0.191926 
04/01/2019 , 04/29/2019 , DE_APPEAL , 12.000000 , 23.000000 , 23.000000 , 4.000000 , 0.000000 , 0.166656 , 0.145005 , 0.197442 
04/01/2019 , 04/29/2019 , DE_APPEAL , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 15.000000 , 31.000000 , 36.000000 , 5.000000 , 0.000000 , 0.164382 , 0.139951 , 0.186292 
04/01/2019 , 04/29/2019 , DE_APPEAL , 16.000000 , 31.000000 , 22.000000 , 5.000000 , 0.000000 , 0.164566 , 0.140385 , 0.195985 
04/01/2019 , 04/29/2019 , DE_APPEAL , 17.000000 , 28.000000 , 35.000000 , 5.000000 , 0.000000 , 0.168109 , 0.142892 , 0.186750 
04/01/2019 , 04/29/2019 , DE_APPEAL , 18.000000 , 30.000000 , 24.000000 , 5.000000 , 0.000000 , 0.169137 , 0.146458 , 0.192422 
04/01/2019 , 04/29/2019 , DE_APPEAL , 19.000000 , 22.000000 , 25.000000 , 4.000000 , 0.000000 , 0.169112 , 0.141655 , 0.193374 
04/01/2019 , 04/29/2019 , DE_APPEAL , 20.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 21.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 22.000000 , 29.000000 , 37.000000 , 5.000000 , 0.000000 , 0.169886 , 0.148593 , 0.195938 
04/01/2019 , 04/29/2019 , DE_APPEAL , 23.000000 , 29.000000 , 22.000000 , 5.000000 , 0.000000 , 0.169490 , 0.140282 , 0.192855 
04/01/2019 , 04/29/2019 , DE_APPEAL , 24.000000 , 30.000000 , 32.000000 , 5.000000 , 0.000000 , 0.168037 , 0.139519 , 0.186111 
04/01/2019 , 04/29/2019 , DE_APPEAL , 25.000000 , 29.000000 , 23.000000 , 5.000000 , 0.000000 , 0.163693 , 0.141198 , 0.188018 
04/01/2019 , 04/29/2019 , DE_APPEAL , 26.000000 , 19.000000 , 20.000000 , 4.000000 , 0.000000 , 0.163054 , 0.142043 , 0.184499 
04/01/2019 , 04/29/2019 , DE_APPEAL , 27.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , DE_APPEAL , 28.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 1.000000 , 248.000000 , 252.000000 , 41.000000 , 0.000000 , 0.165894 , 0.137448 , 0.198217 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 2.000000 , 246.000000 , 253.000000 , 41.000000 , 0.000000 , 0.168098 , 0.137848 , 0.197560 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 3.000000 , 227.000000 , 242.000000 , 40.000000 , 0.000000 , 0.168033 , 0.137001 , 0.199468 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 4.000000 , 235.000000 , 225.000000 , 37.000000 , 0.000000 , 0.166831 , 0.135682 , 0.196870 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 5.000000 , 220.000000 , 216.000000 , 36.000000 , 0.000000 , 0.165535 , 0.136077 , 0.198556 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 8.000000 , 251.000000 , 253.000000 , 41.000000 , 0.000000 , 0.164971 , 0.133923 , 0.194873 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 9.000000 , 248.000000 , 252.000000 , 41.000000 , 0.000000 , 0.166678 , 0.135974 , 0.197705 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 10.000000 , 211.000000 , 243.000000 , 40.000000 , 0.000000 , 0.167076 , 0.133860 , 0.196092 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 11.000000 , 238.000000 , 227.000000 , 37.000000 , 0.000000 , 0.167172 , 0.135718 , 0.197290 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 12.000000 , 221.000000 , 216.000000 , 36.000000 , 0.000000 , 0.166610 , 0.135361 , 0.197254 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 13.000000 , 11.000000 , 0.000000 , 0.000000 , 0.000000 , 0.164821 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 15.000000 , 246.000000 , 251.000000 , 41.000000 , 0.000000 , 0.166567 , 0.136548 , 0.195251 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 16.000000 , 238.000000 , 249.000000 , 41.000000 , 0.000000 , 0.168246 , 0.136598 , 0.198129 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 17.000000 , 202.000000 , 242.000000 , 40.000000 , 0.000000 , 0.167628 , 0.135459 , 0.197313 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 18.000000 , 240.000000 , 225.000000 , 37.000000 , 0.000000 , 0.166856 , 0.134410 , 0.198872 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 19.000000 , 218.000000 , 220.000000 , 36.000000 , 0.000000 , 0.167928 , 0.135920 , 0.194234 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 20.000000 , 29.000000 , 0.000000 , 0.000000 , 0.000000 , 0.168935 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 21.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 22.000000 , 223.000000 , 251.000000 , 41.000000 , 0.000000 , 0.166914 , 0.135714 , 0.199435 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 23.000000 , 245.000000 , 255.000000 , 41.000000 , 0.000000 , 0.165665 , 0.135481 , 0.198061 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 24.000000 , 206.000000 , 239.000000 , 40.000000 , 0.000000 , 0.167750 , 0.136257 , 0.195844 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 25.000000 , 241.000000 , 223.000000 , 37.000000 , 0.000000 , 0.165915 , 0.134280 , 0.197990 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 26.000000 , 218.000000 , 219.000000 , 36.000000 , 0.000000 , 0.167654 , 0.134032 , 0.197196 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 27.000000 , 47.000000 , 0.000000 , 0.000000 , 0.000000 , 0.165571 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_NEW_APP , 28.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 1.000000 , 147.000000 , 109.000000 , 60.000000 , 0.000000 , 0.418252 , 0.347372 , 0.494625 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 2.000000 , 143.000000 , 141.000000 , 60.000000 , 0.000000 , 0.411439 , 0.336974 , 0.498404 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 3.000000 , 141.000000 , 136.000000 , 57.000000 , 0.000000 , 0.419503 , 0.343478 , 0.495102 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 4.000000 , 116.000000 , 129.000000 , 53.000000 , 0.000000 , 0.413466 , 0.341158 , 0.489406 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 5.000000 , 126.000000 , 111.000000 , 50.000000 , 0.000000 , 0.410698 , 0.336189 , 0.483502 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 6.000000 , 17.000000 , 0.000000 , 0.000000 , 0.000000 , 0.416699 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 8.000000 , 115.000000 , 125.000000 , 60.000000 , 0.000000 , 0.415002 , 0.344664 , 0.484815 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 9.000000 , 141.000000 , 147.000000 , 60.000000 , 0.000000 , 0.416881 , 0.333639 , 0.492415 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 10.000000 , 141.000000 , 136.000000 , 57.000000 , 0.000000 , 0.415147 , 0.345804 , 0.485885 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 11.000000 , 122.000000 , 129.000000 , 53.000000 , 0.000000 , 0.414321 , 0.336801 , 0.487903 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 12.000000 , 124.000000 , 122.000000 , 50.000000 , 0.000000 , 0.410599 , 0.339155 , 0.483239 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 13.000000 , 22.000000 , 0.000000 , 0.000000 , 0.000000 , 0.415405 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 15.000000 , 82.000000 , 118.000000 , 60.000000 , 0.000000 , 0.417736 , 0.354682 , 0.487640 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 16.000000 , 143.000000 , 145.000000 , 60.000000 , 0.000000 , 0.415661 , 0.350235 , 0.489484 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 17.000000 , 140.000000 , 135.000000 , 57.000000 , 0.000000 , 0.418869 , 0.341117 , 0.496216 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 18.000000 , 125.000000 , 132.000000 , 53.000000 , 0.000000 , 0.418408 , 0.339911 , 0.490903 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 19.000000 , 124.000000 , 121.000000 , 50.000000 , 0.000000 , 0.420715 , 0.363185 , 0.496089 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 20.000000 , 37.000000 , 0.000000 , 0.000000 , 0.000000 , 0.415737 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 21.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 22.000000 , 56.000000 , 142.000000 , 60.000000 , 0.000000 , 0.416809 , 0.339424 , 0.490576 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 23.000000 , 140.000000 , 148.000000 , 60.000000 , 0.000000 , 0.415202 , 0.343074 , 0.491925 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 24.000000 , 141.000000 , 137.000000 , 57.000000 , 0.000000 , 0.414743 , 0.346938 , 0.493884 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 25.000000 , 127.000000 , 130.000000 , 53.000000 , 0.000000 , 0.421655 , 0.336683 , 0.495047 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 26.000000 , 123.000000 , 121.000000 , 50.000000 , 0.000000 , 0.417902 , 0.346410 , 0.498752 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 27.000000 , 91.000000 , 0.000000 , 0.000000 , 0.000000 , 0.414934 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , ELIG_RENEWAL , 28.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 1.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.082862 , 0.067856 , 0.098484 
04/01/2019 , 04/29/2019 , BATCH , 2.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083176 , 0.067988 , 0.099160 
04/01/2019 , 04/29/2019 , BATCH , 3.000000 , 430.000000 , 430.000000 , 36.000000 , 0.000000 , 0.083094 , 0.067949 , 0.098970 
04/01/2019 , 04/29/2019 , BATCH , 4.000000 , 400.000000 , 400.000000 , 34.000000 , 0.000000 , 0.083030 , 0.067530 , 0.097501 
04/01/2019 , 04/29/2019 , BATCH , 5.000000 , 380.000000 , 380.000000 , 32.000000 , 0.000000 , 0.083241 , 0.068152 , 0.098572 
04/01/2019 , 04/29/2019 , BATCH , 6.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 7.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 8.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083251 , 0.067646 , 0.098288 
04/01/2019 , 04/29/2019 , BATCH , 9.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083455 , 0.069130 , 0.099214 
04/01/2019 , 04/29/2019 , BATCH , 10.000000 , 430.000000 , 430.000000 , 36.000000 , 0.000000 , 0.083162 , 0.067259 , 0.099500 
04/01/2019 , 04/29/2019 , BATCH , 11.000000 , 400.000000 , 400.000000 , 34.000000 , 0.000000 , 0.083361 , 0.068011 , 0.098326 
04/01/2019 , 04/29/2019 , BATCH , 12.000000 , 380.000000 , 380.000000 , 32.000000 , 0.000000 , 0.083036 , 0.067275 , 0.098299 
04/01/2019 , 04/29/2019 , BATCH , 13.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 14.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 15.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083938 , 0.067608 , 0.099220 
04/01/2019 , 04/29/2019 , BATCH , 16.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083502 , 0.068108 , 0.099689 
04/01/2019 , 04/29/2019 , BATCH , 17.000000 , 430.000000 , 430.000000 , 36.000000 , 0.000000 , 0.082892 , 0.067261 , 0.098658 
04/01/2019 , 04/29/2019 , BATCH , 18.000000 , 400.000000 , 400.000000 , 34.000000 , 0.000000 , 0.082822 , 0.066872 , 0.097714 
04/01/2019 , 04/29/2019 , BATCH , 19.000000 , 380.000000 , 380.000000 , 32.000000 , 0.000000 , 0.083256 , 0.069279 , 0.098163 
04/01/2019 , 04/29/2019 , BATCH , 20.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 21.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 , 0.000000 
04/01/2019 , 04/29/2019 , BATCH , 22.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083215 , 0.067416 , 0.098208 
04/01/2019 , 04/29/2019 , BATCH , 23.000000 , 450.000000 , 450.000000 , 38.000000 , 0.000000 , 0.083154 , 0.067107 , 0.098324 
04/01/2019 , 04/29/2019 , BATCH , 24.000000 , 430.000000 , 430.000000 , 36.000000 , 0.000000 , 0.084035 , 0.068295 , 0.099011 
04/01/2019 , 04/29/2019 , BATCH , 25.000000 , 400.000000 , 400.000000 , 34.000000 , 0.000000 , 0.082917 , 0.067566 , 0.098827 
