PLAN_START_DATE,PLAN_END_DATE,UNIT_OF_WORK,SIM_DAY,AGE,NUMBER_OF_TASKS,PLACEHOLDER
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,0,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,1,6,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,2,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,3,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,4,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,5,0,0
4/29/2019, 05/12/2019 , ELIG_RENEWAL ,6,6,0,0
4/29/2019, 05/12/2019 , BATCH ,6,0,0,0
4/29/2019, 05/12/2019 , BATCH ,6,1,0,0
4/29/2019, 05/12/2019 , BATCH ,6,2,0,0
4/29/2019, 05/12/2019 , BATCH ,6,3,0,0
4/29/2019, 05/12/2019 , BATCH ,6,4,0,0
4/29/2019, 05/12/2019 , BATCH ,6,5,0,0
4/29/2019, 05/12/2019 , BATCH ,6,6,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,6,0,0,0
4/29/2019, 05/12/2019 , OTHER_INCOMING_DOCS ,6,1,22,0
