PLAN_START_DATE,PLAN_END_DATE,UNIT_OF_WORK,SIM_DAY,TASKS_COMPLETED,TASKS_CREATED,ASSIGNED_HOURS,PLACEHOLDER,AHT,MIN_HT,MAX_HT
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,8,142,161,17,0,0.117492,0.096365,0.137821
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,9,148,162,17,0,0.116761,0.094675,0.136724
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,10,137,123,16,0,0.116057,0.094186,0.137979
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,11,130,127,15,0,0.11681,0.095674,0.139749
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,12,121,102,14,0,0.116024,0.096582,0.137352
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,13,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , DE_APP_RENEWAL ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , DE_APPEAL ,1,31,36,5,0,0.164382,0.139951,0.186292
5/13/2019, 05/26/2019 , DE_APPEAL ,2,31,22,5,0,0.164566,0.140385,0.195985
5/13/2019, 05/26/2019 , DE_APPEAL ,3,28,35,5,0,0.168109,0.142892,0.18675
5/13/2019, 05/26/2019 , DE_APPEAL ,4,30,24,5,0,0.169137,0.146458,0.192422
5/13/2019, 05/26/2019 , DE_APPEAL ,5,22,25,4,0,0.169112,0.141655,0.193374
5/13/2019, 05/26/2019 , DE_APPEAL ,6,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , DE_APPEAL ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , DE_APPEAL ,8,29,37,5,0,0.169886,0.148593,0.195938
5/13/2019, 05/26/2019 , DE_APPEAL ,9,29,22,5,0,0.16949,0.140282,0.192855
5/13/2019, 05/26/2019 , DE_APPEAL ,10,30,32,5,0,0.168037,0.139519,0.186111
5/13/2019, 05/26/2019 , DE_APPEAL ,11,29,23,5,0,0.163693,0.141198,0.188018
5/13/2019, 05/26/2019 , DE_APPEAL ,12,19,20,4,0,0.163054,0.142043,0.184499
5/13/2019, 05/26/2019 , DE_APPEAL ,13,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , DE_APPEAL ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,1,246,251,41,0,0.166567,0.136548,0.195251
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,2,238,249,41,0,0.168246,0.136598,0.198129
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,3,202,242,40,0,0.167628,0.135459,0.197313
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,4,240,225,37,0,0.166856,0.13441,0.198872
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,5,218,220,36,0,0.167928,0.13592,0.194234
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,6,29,0,0,0,0.168935,0,0
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,8,223,251,41,0,0.166914,0.135714,0.199435
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,9,245,255,41,0,0.165665,0.135481,0.198061
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,10,206,239,40,0,0.16775,0.136257,0.195844
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,11,241,223,37,0,0.165915,0.13428,0.19799
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,12,218,219,36,0,0.167654,0.134032,0.197196
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,13,47,0,0,0,0.165571,0,0
5/13/2019, 05/26/2019 , ELIG_NEW_APP ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,1,82,118,60,0,0.417736,0.354682,0.48764
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,2,143,145,60,0,0.415661,0.350235,0.489484
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,3,140,135,57,0,0.418869,0.341117,0.496216
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,4,125,132,53,0,0.418408,0.339911,0.490903
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,5,124,121,50,0,0.420715,0.363185,0.496089
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,6,37,0,0,0,0.415737,0,0
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,8,56,142,60,0,0.416809,0.339424,0.490576
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,9,140,148,60,0,0.415202,0.343074,0.491925
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,10,141,137,57,0,0.414743,0.346938,0.493884
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,11,127,130,53,0,0.421655,0.336683,0.495047
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,12,123,121,50,0,0.417902,0.34641,0.498752
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,13,91,0,0,0,0.414934,0,0
5/13/2019, 05/26/2019 , ELIG_RENEWAL ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , BATCH ,1,450,450,38,0,0.083938,0.067608,0.09922
5/13/2019, 05/26/2019 , BATCH ,2,450,450,38,0,0.083502,0.068108,0.099689
5/13/2019, 05/26/2019 , BATCH ,3,430,430,36,0,0.082892,0.067261,0.098658
5/13/2019, 05/26/2019 , BATCH ,4,400,400,34,0,0.082822,0.066872,0.097714
5/13/2019, 05/26/2019 , BATCH ,5,380,380,32,0,0.083256,0.069279,0.098163
5/13/2019, 05/26/2019 , BATCH ,6,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , BATCH ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , BATCH ,8,450,450,38,0,0.083215,0.067416,0.098208
5/13/2019, 05/26/2019 , BATCH ,9,450,450,38,0,0.083154,0.067107,0.098324
5/13/2019, 05/26/2019 , BATCH ,10,430,430,36,0,0.084035,0.068295,0.099011
5/13/2019, 05/26/2019 , BATCH ,11,400,400,34,0,0.082917,0.067566,0.098827
5/13/2019, 05/26/2019 , BATCH ,12,379,380,32,0,0.083219,0.068233,0.098558
5/13/2019, 05/26/2019 , BATCH ,13,1,0,0,0,0.09238,0,0
5/13/2019, 05/26/2019 , BATCH ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,1,46,53,8,0,0.168096,0.147281,0.194133
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,2,46,50,8,0,0.171533,0.141453,0.198509
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,3,49,38,8,0,0.166099,0.140177,0.18944
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,4,45,38,7,0,0.164316,0.136671,0.197989
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,5,35,45,7,0,0.166107,0.141454,0.192186
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,6,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,8,44,39,8,0,0.168383,0.141287,0.193662
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,9,45,44,8,0,0.165887,0.135253,0.195512
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,10,37,33,8,0,0.16479,0.142031,0.191686
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,11,43,45,7,0,0.165073,0.138605,0.195741
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,12,33,33,7,0,0.164453,0.140587,0.192689
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,13,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , OTHER_INCOMING_DOCS ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , QC ,1,109,98,9,0,0.083155,0.068421,0.099517
5/13/2019, 05/26/2019 , QC ,2,107,91,9,0,0.083442,0.068009,0.099117
5/13/2019, 05/26/2019 , QC ,3,97,100,9,0,0.08208,0.068825,0.099582
5/13/2019, 05/26/2019 , QC ,4,89,89,8,0,0.082932,0.068439,0.09851
5/13/2019, 05/26/2019 , QC ,5,96,89,8,0,0.083375,0.069163,0.098579
5/13/2019, 05/26/2019 , QC ,6,8,18,0,0,0.080686,0,0
5/13/2019, 05/26/2019 , QC ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , QC ,8,85,74,9,0,0.083046,0.06788,0.099707
5/13/2019, 05/26/2019 , QC ,9,88,90,9,0,0.085248,0.073178,0.099534
5/13/2019, 05/26/2019 , QC ,10,85,83,9,0,0.084402,0.067952,0.099289
5/13/2019, 05/26/2019 , QC ,11,88,91,8,0,0.082141,0.067788,0.097725
5/13/2019, 05/26/2019 , QC ,12,96,108,8,0,0.083583,0.069383,0.098548
5/13/2019, 05/26/2019 , QC ,13,9,34,0,0,0.084888,0,0
5/13/2019, 05/26/2019 , QC ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ENROLLMENT ,1,55,52,5,0,0.082652,0.067774,0.095349
5/13/2019, 05/26/2019 , ENROLLMENT ,2,48,53,5,0,0.084621,0.07192,0.096562
5/13/2019, 05/26/2019 , ENROLLMENT ,3,53,52,5,0,0.083748,0.070541,0.098885
5/13/2019, 05/26/2019 , ENROLLMENT ,4,37,47,4,0,0.084082,0.070529,0.09884
5/13/2019, 05/26/2019 , ENROLLMENT ,5,48,45,4,0,0.083384,0.072907,0.095281
5/13/2019, 05/26/2019 , ENROLLMENT ,6,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ENROLLMENT ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ENROLLMENT ,8,57,50,5,0,0.083246,0.068493,0.096573
5/13/2019, 05/26/2019 , ENROLLMENT ,9,48,52,5,0,0.083869,0.069027,0.098831
5/13/2019, 05/26/2019 , ENROLLMENT ,10,56,51,5,0,0.082842,0.068471,0.097367
5/13/2019, 05/26/2019 , ENROLLMENT ,11,37,42,4,0,0.082057,0.06981,0.09221
5/13/2019, 05/26/2019 , ENROLLMENT ,12,44,39,4,0,0.082647,0.067669,0.097027
5/13/2019, 05/26/2019 , ENROLLMENT ,13,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , ENROLLMENT ,14,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,1,422,397,14,0,0.033246,0.026966,0.039435
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,2,422,400,14,0,0.0333,0.027131,0.039582
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,3,391,392,13,0,0.033313,0.027064,0.039518
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,4,359,362,12,0,0.033517,0.027125,0.039831
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,5,299,335,12,0,0.033367,0.026986,0.0398
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,6,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,7,0,0,0,0,0,0,0
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,8,421,411,14,0,0.033286,0.027022,0.039309
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,9,419,406,14,0,0.033421,0.026879,0.039544
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,10,388,397,13,0,0.033594,0.02697,0.039486
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,11,359,355,12,0,0.033512,0.027052,0.039242
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,12,321,346,12,0,0.03377,0.026835,0.039681
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,13,0,1,0,0,0,0,0
5/13/2019, 05/26/2019 , LINK_CLASSIFY ,14,0,0,0,0,0,0,0
